,country,year,d_civil_conflict,preds,preds_proba
322,Montenegro,2017,0,0,0.0
323,Montenegro,2018,0,0,0.0
324,Montenegro,2019,0,0,0.0
325,Montenegro,2020,0,0,0.0
326,Montenegro,2021,0,0,0.0
327,Montenegro,2022,0,0,0.0
328,Montenegro,2023,0,0,0.19535714285714284
329,North Macedonia,2017,0,0,0.03
330,North Macedonia,2018,0,0,0.13
331,North Macedonia,2019,0,0,0.13
332,North Macedonia,2020,0,0,0.03
333,North Macedonia,2021,0,0,0.03
334,North Macedonia,2022,0,0,0.03333333333333333
335,North Macedonia,2023,0,0,0.17619047619047618
336,Croatia,2017,0,0,0.0
337,Croatia,2018,0,0,0.0
338,Croatia,2019,0,0,0.0
339,Croatia,2020,0,0,0.0
340,Croatia,2021,0,0,0.0
341,Croatia,2022,0,0,0.09962406015037593
342,Croatia,2023,0,0,0.23930659983291563
343,Bosnia-Herzegovina,2017,0,0,0.0064516129032258064
344,Bosnia-Herzegovina,2018,0,0,0.0
345,Bosnia-Herzegovina,2019,0,0,0.0
346,Bosnia-Herzegovina,2020,0,0,0.0
347,Bosnia-Herzegovina,2021,0,0,0.0
348,Bosnia-Herzegovina,2022,0,0,0.39119047619047614
349,Bosnia-Herzegovina,2023,0,0,0.31976190476190475
350,Slovenia,2017,0,0,0.0005025125628140704
351,Slovenia,2018,0,0,0.0
352,Slovenia,2019,0,0,0.0
353,Slovenia,2020,0,0,0.0005025125628140704
354,Slovenia,2021,0,0,0.0005025125628140704
355,Slovenia,2022,0,0,0.0125
356,Slovenia,2023,0,0,0.2092032967032967
357,Greece,2017,0,0,0.0
358,Greece,2018,0,0,0.0
359,Greece,2019,0,0,0.0
360,Greece,2020,0,0,0.0
361,Greece,2021,0,0,0.0
362,Greece,2022,0,0,0.1
363,Greece,2023,0,0,0.14285714285714285
364,Cyprus,2017,0,0,0.0625
365,Cyprus,2018,0,0,0.0
366,Cyprus,2019,0,0,0.0
367,Cyprus,2020,0,0,0.0
368,Cyprus,2021,0,0,0.0
369,Cyprus,2022,0,0,0.13999999999999999
370,Cyprus,2023,0,0,0.13999999999999999
371,Bulgaria,2017,0,0,0.0
372,Bulgaria,2018,0,0,0.0
373,Bulgaria,2019,0,0,0.07777777777777778
374,Bulgaria,2020,0,0,0.07777777777777778
375,Bulgaria,2021,0,0,0.0
376,Bulgaria,2022,0,0,0.2375
377,Bulgaria,2023,0,0,0.19146825396825398
378,Moldova,2017,0,0,0.0
379,Moldova,2018,0,0,0.0
380,Moldova,2019,0,0,0.0
381,Moldova,2020,0,0,0.014285714285714285
382,Moldova,2021,0,0,0.0
383,Moldova,2022,0,0,0.3007142857142857
384,Moldova,2023,0,0,0.23948107448107447
385,Romania,2017,0,0,0.0
386,Romania,2018,0,0,0.0
387,Romania,2019,0,0,0.0
388,Romania,2020,0,0,0.0
389,Romania,2021,0,0,0.0
390,Romania,2022,0,0,0.2125
391,Romania,2023,0,0,0.166468253968254
392,Russia (Soviet Union),2017,1,1,0.9657444005270094
393,Russia (Soviet Union),2018,1,1,0.9657444005270094
394,Russia (Soviet Union),2019,1,1,0.9657444005270094
395,Russia (Soviet Union),2020,1,1,0.8787878787878789
396,Russia (Soviet Union),2021,0,1,0.9657444005270094
397,Russia (Soviet Union),2022,0,1,0.9490777338603426
398,Russia (Soviet Union),2023,1,1,0.9490777338603426
399,Estonia,2017,0,0,0.0005025125628140704
400,Estonia,2018,0,0,0.0005025125628140704
401,Estonia,2019,0,0,0.0005025125628140704
402,Estonia,2020,0,0,0.0005025125628140704
403,Estonia,2021,0,0,0.0005025125628140704
404,Estonia,2022,0,0,0.0005025125628140704
405,Estonia,2023,0,0,0.2506246126849142
406,Latvia,2017,0,0,0.05
407,Latvia,2018,0,0,0.0
408,Latvia,2019,0,0,0.0
409,Latvia,2020,0,0,0.05
410,Latvia,2021,0,0,0.05
411,Latvia,2022,0,0,0.125
412,Latvia,2023,0,0,0.22512210012210013
413,Lithuania,2017,0,0,0.0
414,Lithuania,2018,0,0,0.0
415,Lithuania,2019,0,0,0.0
416,Lithuania,2020,0,0,0.0
417,Lithuania,2021,0,0,0.0
418,Lithuania,2022,0,0,0.08333333333333333
419,Lithuania,2023,0,0,0.1373015873015873
420,Ukraine,2017,1,0,0.32166666666666666
421,Ukraine,2018,1,0,0.18166666666666667
422,Ukraine,2019,1,0,0.16166666666666668
423,Ukraine,2020,1,0,0.16166666666666668
424,Ukraine,2021,1,0,0.095
425,Ukraine,2022,1,0,0.36404761904761906
426,Ukraine,2023,0,0,0.37503663003663
427,Belarus,2017,0,0,0.0005025125628140704
428,Belarus,2018,0,0,0.0005025125628140704
429,Belarus,2019,0,0,0.0005025125628140704
430,Belarus,2020,0,0,0.0005025125628140704
431,Belarus,2021,0,0,0.0005025125628140704
432,Belarus,2022,0,0,0.12155514414176143
433,Belarus,2023,0,0,0.22552339811001537
434,Armenia,2017,0,0,0.0
435,Armenia,2018,0,0,0.0
436,Armenia,2019,0,0,0.0
437,Armenia,2020,0,0,0.0
438,Armenia,2021,0,0,0.0
439,Armenia,2022,1,0,0.2125
440,Armenia,2023,0,0,0.2125
441,Georgia,2017,0,0,0.07907394113424264
442,Georgia,2018,0,0,0.07907394113424264
443,Georgia,2019,0,0,0.07907394113424264
444,Georgia,2020,0,0,0.07907394113424264
445,Georgia,2021,0,0,0.07907394113424264
446,Georgia,2022,0,0,0.11907394113424266
447,Georgia,2023,0,0,0.1619310839913855
448,Azerbaijan,2017,1,1,0.6045360195360195
449,Azerbaijan,2018,0,0,0.499920634920635
450,Azerbaijan,2019,0,0,0.4611111111111111
451,Azerbaijan,2020,1,0,0.46111111111111114
452,Azerbaijan,2021,1,0,0.4611111111111111
453,Azerbaijan,2022,1,0,0.2833333333333333
454,Azerbaijan,2023,1,0,0.2861904761904762
455,Finland,2017,0,0,0.0
456,Finland,2018,0,0,0.0
457,Finland,2019,0,0,0.0
458,Finland,2020,0,0,0.0
459,Finland,2021,0,0,0.0
460,Finland,2022,0,0,0.12105263157894737
461,Finland,2023,0,0,0.2672064777327935
462,Sweden,2017,0,0,0.0005025125628140704
463,Sweden,2018,0,0,0.0005025125628140704
464,Sweden,2019,0,0,0.0005025125628140704
465,Sweden,2020,0,0,0.0005025125628140704
466,Sweden,2021,0,0,0.0005025125628140704
467,Sweden,2022,0,0,0.12155514414176143
468,Sweden,2023,0,0,0.22155514414176142
469,Norway,2017,0,0,0.0
470,Norway,2018,0,0,0.0
471,Norway,2019,0,0,0.0
472,Norway,2020,0,0,0.0
473,Norway,2021,0,0,0.0
474,Norway,2022,0,0,0.1542857142857143
475,Norway,2023,0,0,0.24
476,Denmark,2017,0,0,0.0
477,Denmark,2018,0,0,0.0
478,Denmark,2019,0,0,0.0
479,Denmark,2020,0,0,0.0
480,Denmark,2021,0,0,0.0
481,Denmark,2022,0,0,0.08105263157894738
482,Denmark,2023,0,0,0.08105263157894738
483,Iceland,2017,0,0,0.0
484,Iceland,2018,0,0,0.0
485,Iceland,2019,0,0,0.0
486,Iceland,2020,0,0,0.0
487,Iceland,2021,0,0,0.0
488,Iceland,2022,0,0,0.15
489,Iceland,2023,0,0,0.2
490,Cabo Verde,2017,0,0,0.0125
491,Cabo Verde,2018,0,0,0.0125
492,Cabo Verde,2019,0,0,0.0125
493,Cabo Verde,2020,0,0,0.0125
494,Cabo Verde,2021,0,0,0.052500000000000005
495,Cabo Verde,2022,0,0,0.13999999999999999
496,Cabo Verde,2023,0,0,0.24
497,Guinea-Bissau,2017,0,0,0.0
498,Guinea-Bissau,2018,0,0,0.0
499,Guinea-Bissau,2019,0,0,0.0
500,Guinea-Bissau,2020,0,0,0.0
501,Guinea-Bissau,2021,0,0,0.0
502,Guinea-Bissau,2022,0,0,0.17976190476190476
503,Guinea-Bissau,2023,0,0,0.42976190476190473
504,Equatorial Guinea,2017,0,0,0.02222222222222222
505,Equatorial Guinea,2018,0,0,0.02222222222222222
506,Equatorial Guinea,2019,0,0,0.02222222222222222
507,Equatorial Guinea,2020,0,0,0.02222222222222222
508,Equatorial Guinea,2021,0,0,0.02222222222222222
509,Equatorial Guinea,2022,0,0,0.12222222222222223
510,Equatorial Guinea,2023,0,0,0.40499222999223
511,Gambia,2017,0,0,0.11428571428571428
512,Gambia,2018,0,0,0.1
513,Gambia,2019,0,0,0.1
514,Gambia,2020,0,0,0.11428571428571428
515,Gambia,2021,0,0,0.11428571428571428
516,Gambia,2022,0,0,0.3103896103896104
517,Gambia,2023,0,0,0.35104895104895106
518,Mali,2017,1,1,0.7892215386952228
519,Mali,2018,1,1,0.7892215386952228
520,Mali,2019,1,1,0.7892215386952228
521,Mali,2020,1,1,0.7892215386952228
522,Mali,2021,1,1,0.7892215386952228
523,Mali,2022,1,1,0.7102741702741702
524,Mali,2023,1,1,0.7213852813852814
525,Senegal,2017,0,0,0.03666666666666667
526,Senegal,2018,0,0,0.03666666666666667
527,Senegal,2019,0,0,0.03666666666666667
528,Senegal,2020,0,0,0.03666666666666667
529,Senegal,2021,0,0,0.03666666666666667
530,Senegal,2022,0,0,0.10095238095238095
531,Senegal,2023,0,0,0.09492063492063492
532,Benin,2017,0,0,0.0
533,Benin,2018,0,0,0.0
534,Benin,2019,0,0,0.0
535,Benin,2020,0,0,0.0
536,Benin,2021,0,0,0.0
537,Benin,2022,1,0,0.06
538,Benin,2023,1,0,0.053968253968253964
539,Mauritania,2017,0,0,0.0
540,Mauritania,2018,0,0,0.0
541,Mauritania,2019,0,0,0.0
542,Mauritania,2020,0,0,0.0
543,Mauritania,2021,0,0,0.0
544,Mauritania,2022,0,0,0.1
545,Mauritania,2023,0,0,0.2
546,Niger,2017,1,0,0.42951505016722413
547,Niger,2018,1,1,0.628684210526316
548,Niger,2019,1,0,0.43038461538461537
549,Niger,2020,1,0,0.43038461538461537
550,Niger,2021,1,1,0.5686842105263159
551,Niger,2022,1,0,0.41038461538461535
552,Niger,2023,1,0,0.4770512820512821
553,Ivory Coast,2017,0,0,0.08484848484848484
554,Ivory Coast,2018,0,0,0.08484848484848484
555,Ivory Coast,2019,0,0,0.08484848484848484
556,Ivory Coast,2020,0,0,0.08484848484848484
557,Ivory Coast,2021,0,0,0.08484848484848484
558,Ivory Coast,2022,0,0,0.24702380952380953
559,Ivory Coast,2023,0,0,0.3744810744810744
560,Guinea,2017,0,0,0.0
561,Guinea,2018,0,0,0.0
562,Guinea,2019,0,0,0.0
563,Guinea,2020,0,0,0.04
564,Guinea,2021,0,0,0.04
565,Guinea,2022,0,0,0.13999999999999999
566,Guinea,2023,0,0,0.15384615384615383
567,Burkina Faso,2017,0,0,0.014285714285714285
568,Burkina Faso,2018,1,0,0.014285714285714285
569,Burkina Faso,2019,1,0,0.014285714285714285
570,Burkina Faso,2020,1,0,0.014285714285714285
571,Burkina Faso,2021,1,0,0.014285714285714285
572,Burkina Faso,2022,1,0,0.07428571428571429
573,Burkina Faso,2023,1,0,0.06825396825396826
574,Liberia,2017,0,0,0.1
575,Liberia,2018,0,0,0.1
576,Liberia,2019,0,0,0.08571428571428572
577,Liberia,2020,0,0,0.08571428571428572
578,Liberia,2021,0,0,0.08571428571428572
579,Liberia,2022,0,0,0.225
580,Liberia,2023,0,0,0.4938811188811189
581,Sierra Leone,2017,0,0,0.0
582,Sierra Leone,2018,0,0,0.0
583,Sierra Leone,2019,0,0,0.0
584,Sierra Leone,2020,0,0,0.0
585,Sierra Leone,2021,0,0,0.0
586,Sierra Leone,2022,0,0,0.1
587,Sierra Leone,2023,0,0,0.1
588,Ghana,2017,0,0,0.0
589,Ghana,2018,0,0,0.0
590,Ghana,2019,0,0,0.0
591,Ghana,2020,0,0,0.0
592,Ghana,2021,0,0,0.0
593,Ghana,2022,0,0,0.07428571428571429
594,Ghana,2023,0,0,0.06825396825396826
595,Togo,2017,0,0,0.0
596,Togo,2018,0,0,0.0
597,Togo,2019,0,0,0.0
598,Togo,2020,0,0,0.0
599,Togo,2021,0,0,0.0
600,Togo,2022,1,0,0.23095238095238094
601,Togo,2023,1,0,0.21336996336996336
602,Cameroon,2017,1,0,0.4772619047619048
603,Cameroon,2018,1,0,0.4172619047619047
604,Cameroon,2019,1,0,0.4772619047619048
605,Cameroon,2020,1,0,0.4629761904761905
606,Cameroon,2021,1,1,0.5175216450216451
607,Cameroon,2022,1,1,0.5577380952380953
608,Cameroon,2023,1,1,0.5345238095238096
609,Nigeria,2017,1,1,0.7656060606060605
610,Nigeria,2018,1,1,0.7022727272727273
611,Nigeria,2019,1,1,0.6113636363636363
612,Nigeria,2020,1,1,0.7022727272727273
613,Nigeria,2021,1,1,0.5113636363636364
614,Nigeria,2022,1,0,0.3898809523809524
615,Nigeria,2023,1,0,0.33035714285714285
616,Gabon,2017,0,0,0.06883116883116883
617,Gabon,2018,0,0,0.014285714285714285
618,Gabon,2019,0,0,0.05274725274725275
619,Gabon,2020,0,0,0.05274725274725275
620,Gabon,2021,0,0,0.014285714285714285
621,Gabon,2022,0,0,0.11428571428571428
622,Gabon,2023,0,0,0.33543956043956047
623,Central African Republic,2017,1,1,0.7606421356421356
624,Central African Republic,2018,1,1,0.5747413793103449
625,Central African Republic,2019,1,1,0.6308019853709509
626,Central African Republic,2020,1,1,0.6308019853709509
627,Central African Republic,2021,1,1,0.6308019853709509
628,Central African Republic,2022,1,1,0.6183019853709509
629,Central African Republic,2023,1,1,0.701060606060606
630,Chad,2017,1,0,0.29986263736263735
631,Chad,2018,1,0,0.29986263736263735
632,Chad,2019,1,0,0.29986263736263735
633,Chad,2020,1,0,0.37307692307692303
634,Chad,2021,1,0,0.29986263736263735
635,Chad,2022,1,0,0.37307692307692303
636,Chad,2023,1,0,0.4397435897435898
637,Congo,2017,0,0,0.16714285714285712
638,Congo,2018,0,0,0.22714285714285715
639,Congo,2019,0,0,0.20142857142857143
640,Congo,2020,0,0,0.20142857142857143
641,Congo,2021,0,0,0.2414285714285714
642,Congo,2022,0,0,0.29168831168831166
643,Congo,2023,0,0,0.49673826173826174
644,DR Congo (Zaire),2017,1,1,0.9837301587301589
645,DR Congo (Zaire),2018,1,1,0.9837301587301589
646,DR Congo (Zaire),2019,1,1,0.9837301587301589
647,DR Congo (Zaire),2020,1,1,0.9837301587301589
648,DR Congo (Zaire),2021,1,1,0.9837301587301589
649,DR Congo (Zaire),2022,1,1,0.8133333333333332
650,DR Congo (Zaire),2023,1,1,0.8883333333333333
651,Uganda,2017,0,0,0.05714285714285714
652,Uganda,2018,0,0,0.05714285714285714
653,Uganda,2019,0,0,0.05714285714285714
654,Uganda,2020,0,0,0.05714285714285714
