,year,gw_codes,country,armedforces_share,armedforces_share_id,milex_share,milex_share_id,corruption,corruption_id,effectiveness,effectiveness_id,polvio,polvio_id,regu,regu_id,law,law_id,account,account_id,tax,tax_id,broadband,broadband_id,telephone,telephone_id,internet_use,internet_use_id,mobile,mobile_id,polyarchy,libdem,libdem_id,partipdem,delibdem,egaldem,civlib,phyvio,pollib,privlib,execon,execon_id,exgender,exgender_id,exgeo,exgeo_id,expol,expol_id,exsoc,exsoc_id,shutdown,shutdown_id,filter,filter_id,tenure_months,tenure_months_id,dem_duration,dem_duration_id,elections,elections_id,lastelection,lastelection_id
1782,2004,352,Cyprus,2.14767406898329,0,1.9557691617927,0,0.873254597187042,0,1.10752463340759,0,0.380177587270737,0,1.21912789344788,0,0.90867418050766,0,0.950031280517578,0,21.8288375781342,0,2.32879,0,57.1,0,33.8,0,89.8,0,0.823,0.708,0,0.571,0.733,0.699,0.884,0.921,0.923,0.822,0.107,0,0.163,0,0.096,0,0.086,0,0.266,0,1.937,0,1.33,0,23.0,0,0.0,0,0,0,3.135494,0
1783,2005,352,Cyprus,2.04685099115189,0,2.03746974323698,0,0.89903998374939,0,1.15242898464203,0,0.517519235610962,0,1.22012770175934,0,0.877258121967316,0,0.955872654914856,0,23.1684581894033,0,4.28172,0,56.5,0,32.8,0,105.175,0,0.821,0.706,0,0.556,0.732,0.703,0.884,0.921,0.922,0.822,0.102,0,0.113,0,0.092,0,0.068,0,0.194,0,1.937,0,2.108,0,35.0,0,0.0,0,0,0,3.555348,0
1784,2006,352,Cyprus,1.99581528590286,0,1.8999978625024,0,1.08556258678436,0,1.26175379753113,0,0.53966498374939,0,1.27664840221405,0,1.09397459030151,0,1.05206739902496,0,24.31188563645,0,8.32353,0,53.9,0,35.8,0,114.499,0,0.834,0.714,0,0.566,0.743,0.717,0.884,0.921,0.922,0.822,0.102,0,0.113,0,0.092,0,0.068,0,0.173,0,1.937,0,2.108,0,47.0,0,0.0,0,0,0,3.850147,0
1785,2007,352,Cyprus,1.93045686281904,0,1.68459965831751,0,1.07337045669556,0,1.42116558551788,0,0.537055730819702,0,1.33180058002472,0,1.10558974742889,0,1.06665575504303,0,28.4229518891301,0,12.5725,0,52.7,0,40.8,0,127.294,0,0.839,0.73,0,0.571,0.748,0.724,0.887,0.921,0.922,0.83,0.102,0,0.113,0,0.092,0,0.068,0,0.173,0,1.937,0,2.108,0,59.0,0,0.0,0,0,0,4.077538,0
1786,2008,352,Cyprus,1.888121345607,0,1.62970494449745,0,1.19312751293182,0,1.5237752199173,0,0.639003932476044,0,1.36799836158752,0,1.20663857460022,0,1.08403408527374,0,26.9496263455086,0,18.4811,0,51.9,0,42.3,0,127.587,0,0.842,0.735,0,0.572,0.752,0.73,0.891,0.932,0.922,0.83,0.108,0,0.112,0,0.1,0,0.068,0,0.173,0,1.937,0,1.888,0,11.0,0,0.0,0,1,0,2.397895,0
1787,2009,352,Cyprus,1.84353451010857,0,1.81681950779024,0,0.905417799949646,0,1.41438210010529,0,0.390287488698959,0,1.36015510559082,0,1.20613396167755,0,1.06802761554718,0,23.2492377292522,0,21.4899,0,50.6,0,49.8,0,119.341,0,0.844,0.732,0,0.573,0.737,0.731,0.895,0.942,0.922,0.83,0.108,0,0.112,0,0.1,0,0.068,0,0.173,0,1.937,0,1.888,0,23.0,0,0.0,0,0,0,3.135494,0
1788,2010,352,Cyprus,2.12156659805548,0,1.85292455056688,0,0.969285845756531,0,1.52651119232178,0,0.452444821596146,0,1.42102324962616,0,1.2096072435379,0,1.02339065074921,0,23.0541633071918,0,23.1549,0,49.2,0,53.0,0,123.133,0,0.849,0.739,0,0.579,0.754,0.738,0.905,0.942,0.932,0.864,0.111,0,0.102,0,0.1,0,0.068,0,0.169,0,1.937,0,2.088,0,35.0,0,0.0,0,0,0,3.555348,0
1789,2011,352,Cyprus,2.08966036053607,0,1.73783209097559,0,0.859248042106628,0,1.55788862705231,0,0.607984483242035,0,1.23100304603577,0,1.06531310081482,0,1.0535831451416,0,23.1497766022135,0,24.6113,0,47.0,0,56.9,0,126.56,0,0.85,0.739,0,0.581,0.751,0.737,0.905,0.942,0.932,0.864,0.119,0,0.102,0,0.1,0,0.068,0,0.169,0,1.937,0,2.088,0,47.0,0,0.0,0,0,0,3.850147,0
1790,2012,352,Cyprus,2.0435639755734,0,1.65475170209627,0,1.24330234527588,0,1.38360106945038,0,0.635126054286957,0,1.12454509735107,0,1.09355938434601,0,1.02202355861664,0,23.3347688877135,0,25.4741,0,43.1,0,60.7,0,128.298,0,0.845,0.734,0,0.577,0.748,0.724,0.905,0.942,0.928,0.864,0.119,0,0.105,0,0.107,0,0.068,0,0.169,0,1.937,0,2.088,0,59.0,0,0.0,0,0,0,4.077538,0
1791,2013,352,Cyprus,2.00732081709765,0,1.60700908951525,0,1.23852777481079,0,1.35990357398987,0,0.563347160816193,0,0.910857200622559,0,1.02995848655701,0,0.980770349502563,0,23.5211674986721,0,26.7127,0,40.7,0,65.5,0,128.161,0,0.851,0.738,0,0.582,0.727,0.733,0.921,0.974,0.93,0.874,0.12,0,0.105,0,0.107,0,0.068,0,0.178,0,1.937,0,2.088,0,11.0,0,0.0,0,1,0,2.397895,0
1792,2014,352,Cyprus,1.95574644322583,0,1.54260195978916,0,1.07067537307739,0,1.13519954681396,0,0.551882088184357,0,1.09409928321838,0,1.07471680641174,0,1.0199453830719,0,24.7157220076717,0,28.7616,0,38.7,0,69.3,0,131.145,0,0.846,0.736,0,0.579,0.728,0.732,0.92,0.974,0.928,0.874,0.12,0,0.105,0,0.107,0,0.068,0,0.193,0,1.937,0,2.088,0,23.0,0,0.0,0,0,0,3.135494,0
1793,2015,352,Cyprus,1.93946732339819,0,1.64766762744388,0,0.971173226833344,0,1.0175507068634,0,0.542449116706848,0,1.04765045642853,0,1.01026701927185,0,1.0316162109375,0,24.0473874693333,0,30.725,0,38.2,0,71.7,0,130.982,0,0.854,0.742,0,0.579,0.739,0.743,0.921,0.974,0.931,0.874,0.11,0,0.105,0,0.107,0,0.068,0,0.193,0,1.937,0,1.866,0,35.0,0,0.0,0,0,0,3.555348,0
1794,2016,352,Cyprus,2.37539363665979,0,1.40455761221209,0,0.789454460144043,0,0.926266729831696,0,0.593786835670471,0,1.04042482376099,0,0.693160891532898,0,1.04651844501495,0,23.5160580075036,0,32.5787,0,37.5,0,75.9,0,132.637,0,0.851,0.741,0,0.58,0.737,0.749,0.92,0.974,0.929,0.874,0.11,0,0.096,0,0.107,0,0.068,0,0.193,0,1.937,0,1.866,0,47.0,0,0.0,0,0,0,3.850147,0
1795,2017,352,Cyprus,2.35704520812709,0,1.56810293907547,0,0.746647298336029,0,0.88537871837616,0,0.530974149703979,0,1.0184805393219,0,0.854454517364502,0,1.05625879764557,0,23.819883399544,0,34.215,0,36.7,0,80.7,0,136.172,0,0.838,0.731,0,0.566,0.7,0.738,0.917,0.974,0.922,0.868,0.114,0,0.096,0,0.107,0,0.068,0,0.186,0,1.937,0,2.077,0,59.0,0,0.0,0,0,0,4.077538,0
1796,2018,352,Cyprus,2.29061292506976,0,1.76054591686911,0,0.607749342918396,0,0.883620500564575,0,0.48454225063324,0,0.862575232982635,0,0.72105348110199,0,1.01570796966553,0,23.8334479788945,0,35.8108,0,35.6,0,84.4,0,137.045,0,0.833,0.725,0,0.562,0.717,0.735,0.914,0.974,0.922,0.859,0.114,0,0.089,0,0.106,0,0.068,0,0.186,0,1.937,0,2.077,0,71.0,0,0.0,0,1,0,2.397895,0
1797,2019,352,Cyprus,2.23725846347885,0,1.78661901313827,0,0.598950326442719,0,0.955758094787598,0,0.54459822177887,0,0.999724805355072,0,0.726727247238159,0,1.04663980007172,0,23.0747988940916,0,36.7753,0,36.5,0,86.1,0,139.994,0,0.838,0.715,0,0.566,0.711,0.737,0.907,0.968,0.923,0.847,0.117,0,0.126,0,0.097,0,0.072,0,0.158,0,1.937,0,2.077,0,83.0,0,0.0,0,0,0,3.135494,0
1798,2020,352,Cyprus,1.80683288602637,0,1.92017174602879,0,0.349943220615387,0,0.839448511600494,0,0.288777649402618,0,0.993247628211975,0,0.547239065170288,0,0.90229332447052,0,21.9401064770959,0,37.0625,0,34.8,0,90.8,0,138.388,0,0.804,0.694,0,0.53,0.634,0.707,0.89,0.968,0.897,0.823,0.135,0,0.06,0,0.084,0,0.073,0,0.188,0,1.937,0,1.873,0,95.0,0,0.0,0,0,0,3.555348,0
1799,2021,352,Cyprus,1.80683288602637,1,1.83792041200868,0,0.369423598051071,0,0.697915256023407,0,0.422150671482086,0,0.845392525196075,0,0.605679333209991,0,0.855743706226349,0,22.5522799224155,0,37.6671,0,33.7,0,90.8,0,145.992,0,0.798,0.652,0,0.522,0.65,0.698,0.89,0.967,0.898,0.824,0.139,0,0.097,0,0.094,0,0.07,0,0.231,0,1.937,0,1.99,0,95.0,1,0.0,1,0,1,3.555348,1
1800,2022,352,Cyprus,1.80683288602637,1,1.82273103646902,0,0.421445220708847,0,0.730335235595703,0,0.423811227083206,0,0.773753821849823,0,0.570125758647919,0,0.850350379943848,0,23.1630420589386,0,37.8998,0,32.3,0,89.6,0,151.241,0,0.78,0.643,0,0.502,0.642,0.676,0.894,0.973,0.882,0.839,0.116,0,0.103,0,0.09,0,0.07,0,0.188,0,1.937,0,2.37,0,95.0,1,0.0,1,0,1,3.555348,1
1801,2023,352,Cyprus,1.80683288602637,1,1.82460300554278,0,0.332707405090332,0,0.73773992061615,0,0.409627169370651,0,0.778258264064789,0,0.628040313720703,0,0.974570155143738,0,24.0823122177867,0,38.7322,0,29.3,0,91.2,0,155.696,0,0.774,0.636,0,0.497,0.647,0.668,0.895,0.973,0.882,0.844,0.086,0,0.072,0,0.07,0,0.058,0,0.204,0,1.937,0,2.37,0,95.0,1,0.0,1,0,1,3.555348,1
1802,1989,355,Bulgaria,3.46826963457343,1,4.39627074963996,0,-0.361505150794983,1,-0.0425848290324211,1,-0.0910280793905258,1,-0.184434711933136,1,-0.344958007335663,1,0.428986370563507,1,23.8331284450966,1,0.0858257,1,22.64768986,0,0.0,1,0.0,0,0.182,0.061,0,0.088,0.04,0.256,0.204,0.439,0.119,0.04,0.135,0,0.149,0,0.135,0,0.744,0,0.427,0,1.916,1,2.121,1,2.0,0,0.0,0,0,0,3.7612,0
1803,1990,355,Bulgaria,3.46826963457343,0,3.83344348975545,0,-0.361505150794983,1,-0.0425848290324211,1,-0.0910280793905258,1,-0.184434711933136,1,-0.344958007335663,1,0.428986370563507,1,23.8331284450966,0,0.0858257,1,24.7,0,0.0,0,0.0,0,0.57,0.456,0,0.362,0.514,0.477,0.864,0.926,0.877,0.805,0.067,0,0.067,0,0.108,0,0.094,0,0.106,0,1.916,1,2.121,1,6.0,0,0.2876821,0,1,0,1.94591,0
1804,1991,355,Bulgaria,2.89423387465425,0,3.04323157297492,0,-0.361505150794983,1,-0.0425848290324211,1,-0.0910280793905258,1,-0.184434711933136,1,-0.344958007335663,1,0.428986370563507,1,22.3338246131172,0,0.0858257,1,25.4,0,0.00078,1,0.0,0,0.62,0.513,0,0.393,0.555,0.511,0.879,0.926,0.888,0.841,0.074,0,0.067,0,0.108,0,0.094,0,0.106,0,1.916,1,2.121,1,2.0,0,0.8472978,0,1,0,1.098612,0
1805,1992,355,Bulgaria,2.69335646899335,0,2.97263384321224,0,-0.361505150794983,1,-0.0425848290324211,1,-0.0910280793905258,1,-0.184434711933136,1,-0.344958007335663,1,0.428986370563507,1,16.9033864541833,0,0.0858257,1,27.3,0,0.00156,1,0.0,0,0.695,0.601,0,0.443,0.619,0.565,0.89,0.926,0.888,0.87,0.076,0,0.067,0,0.108,0,0.094,0,0.112,0,1.916,1,2.121,1,14.0,0,1.203973,0,0,0,2.70805,0
1806,1993,355,Bulgaria,1.43341866768697,0,2.60927161179391,0,-0.361505150794983,1,-0.0425848290324211,1,-0.0910280793905258,1,-0.184434711933136,1,-0.344958007335663,1,0.428986370563507,1,15.2137838742054,0,0.0858257,1,28.5,0,0.00234,0,0.01161233,0,0.693,0.599,0,0.442,0.613,0.562,0.886,0.926,0.883,0.861,0.076,0,0.067,0,0.108,0,0.094,0,0.112,0,1.916,1,2.121,1,13.0,0,1.466337,0,0,0,3.295837,0
1807,1994,355,Bulgaria,2.22054262845076,0,2.49261728620574,0,-0.361505150794983,1,-0.0425848290324211,1,-0.0910280793905258,1,-0.184434711933136,1,-0.344958007335663,1,0.428986370563507,1,21.2389649923897,0,0.0858257,1,29.6,0,0.0195,0,0.076037034,0,0.694,0.597,0,0.44,0.613,0.562,0.888,0.926,0.893,0.861,0.076,0,0.067,0,0.108,0,0.094,0,0.112,0,1.916,1,2.121,1,3.0,0,1.673976,0,1,0,0.0,0
1808,1995,355,Bulgaria,3.80059808381619,0,2.37413128378025,0,-0.361505150794983,1,-0.0425848290324211,1,-0.0910280793905258,1,-0.184434711933136,1,-0.344958007335663,1,0.428986370563507,1,11.1566642653274,0,0.0858257,1,30.7,0,0.12,0,0.246768535,0,0.694,0.598,0,0.441,0.614,0.562,0.885,0.926,0.883,0.861,0.076,0,0.067,0,0.108,0,0.094,0,0.112,0,1.916,1,2.121,1,12.0,0,1.845827,0,0,0,2.564949,0
1809,1996,355,Bulgaria,3.87772448922613,0,2.40293410901733,0,-0.361505150794983,0,-0.0425848290324211,0,-0.0910280793905258,0,-0.184434711933136,0,-0.344958007335663,0,0.428986370563507,0,12.0685973776701,0,0.0858257,1,31.9,0,0.725,0,0.316471968,0,0.699,0.603,0,0.444,0.62,0.566,0.887,0.926,0.884,0.861,0.076,0,0.067,0,0.108,0,0.094,0,0.112,0,1.916,1,2.121,1,24.0,0,1.99243,0,0,0,3.218876,0
1810,1997,355,Bulgaria,3.8473627676934,0,2.4307013549238,0,-0.26986864954233153,1,-0.06302447617053986,1,0.2419985905289651,1,0.0022438392043115096,1,-0.283536247909069,1,0.4330018907785415,1,18.5226349001335,0,0.0858257,1,32.6,0,1.22,0,0.841450728,0,0.709,0.613,0,0.45,0.644,0.576,0.887,0.926,0.885,0.874,0.076,0,0.067,0,0.108,0,0.094,0,0.11,0,1.916,1,2.121,1,8.0,0,2.120264,0,1,0,2.197225,0
1811,1998,355,Bulgaria,3.88476329893526,0,2.45305914743146,0,-0.17823214828968,0,-0.0834641233086586,0,0.575025260448456,0,0.188922390341759,0,-0.222114488482475,0,0.437017410993576,0,19.3755012747903,0,0.0858257,1,33.9,0,1.84,0,1.542211607,0,0.703,0.609,0,0.442,0.63,0.563,0.883,0.926,0.87,0.874,0.076,0,0.067,0,0.112,0,0.094,0,0.11,0,1.916,1,2.121,1,20.0,0,2.233592,0,0,0,3.044523,0
1812,1999,355,Bulgaria,3.30852802215987,0,2.64517195633853,0,-0.1784283369779585,1,-0.022744322195649147,1,0.476494938135147,1,0.19443994015455252,1,-0.1729457825422285,1,0.4487580955028535,1,20.0322957340146,0,0.0858257,1,35.1,0,2.91,0,4.288006531,0,0.715,0.621,0,0.451,0.635,0.572,0.889,0.926,0.889,0.874,0.076,0,0.067,0,0.112,0,0.094,0,0.11,0,1.916,1,2.121,1,32.0,0,2.335375,0,0,0,3.496508,0
1813,2000,355,Bulgaria,3.30673032945843,0,2.65245576158903,0,-0.178624525666237,0,0.0379754789173603,0,0.377964615821838,0,0.199957489967346,0,-0.123777076601982,0,0.460498780012131,0,20.4579930652149,0,0.0858257,1,36.0,0,5.37,0,9.2244,0,0.717,0.623,0,0.451,0.64,0.573,0.898,0.926,0.889,0.894,0.073,0,0.061,0,0.117,0,0.053,0,0.126,0,1.916,0,2.121,0,44.0,0,2.427748,0,0,0,3.806663,0
1814,2001,355,Bulgaria,3.18464594348212,0,2.86251954387639,0,-0.17527811229229,1,0.10578593797981714,1,0.422738492488861,1,0.3638187050819395,1,-0.08991353400051591,1,0.49451501667499553,1,19.7804941270264,0,0.0858257,1,36.4,0,7.61,0,19.5498,0,0.698,0.602,0,0.438,0.621,0.552,0.893,0.926,0.876,0.894,0.079,0,0.061,0,0.117,0,0.053,0,0.126,0,1.916,0,2.121,0,6.0,0,2.512306,0,1,0,1.94591,0
1815,2002,355,Bulgaria,3.00821147726685,0,2.77967655484011,0,-0.171931698918343,0,0.173596397042274,0,0.467512369155884,0,0.527679920196533,0,-0.0560499913990498,0,0.52853125333786,0,18.1476658113756,0,0.0858257,1,36.5,0,9.08,0,33.0395,0,0.723,0.622,0,0.456,0.627,0.574,0.907,0.926,0.89,0.919,0.079,0,0.061,0,0.117,0,0.053,0,0.126,0,1.916,0,2.121,0,18.0,0,2.590267,0,0,0,2.944439,0
1816,2003,355,Bulgaria,2.54490484600781,0,2.69120147161229,0,-0.087321013212204,0,0.0336971394717693,0,0.173525497317314,0,0.668375253677368,0,-0.171991765499115,0,0.545891940593719,0,20.1151861523983,0,0.0858257,1,36.1,0,12.0,0,44.8576,0,0.723,0.622,0,0.456,0.627,0.574,0.907,0.926,0.89,0.919,0.079,0,0.061,0,0.117,0,0.053,0,0.126,0,1.916,0,2.121,0,30.0,0,2.662588,0,0,0,3.433987,0
1817,2004,355,Bulgaria,2.51533243077287,0,2.3737116819405,0,0.0682040601968765,0,0.0787450447678566,0,0.0036307335831224,0,0.707843780517578,0,-0.118167765438557,0,0.5696901679039,0,21.0295709865638,0,0.0858257,0,35.2,0,18.1,0,61.0333,0,0.721,0.625,0,0.454,0.626,0.573,0.909,0.932,0.89,0.919,0.079,0,0.061,0,0.117,0,0.053,0,0.126,0,1.916,0,2.121,0,42.0,0,2.730029,0,0,0,3.7612,0
1818,2005,355,Bulgaria,2.5644700220997,0,2.23535026726367,0,0.0187454242259264,0,0.134381100535393,0,0.14727059006691,0,0.657545506954193,0,-0.108557619154453,0,0.594892740249634,0,20.8855219915078,0,2.15033,0,32.4,0,20.0,0,81.1551,0,0.7,0.609,0,0.44,0.61,0.557,0.907,0.932,0.887,0.919,0.079,0,0.061,0,0.117,0,0.053,0,0.126,0,1.916,0,2.121,0,5.0,0,2.793208,0,1,0,1.94591,0
1819,2006,355,Bulgaria,2.19205179555347,0,2.08176190777138,0,-0.11058596521616,0,-0.130292177200317,0,0.394421190023422,0,0.616540431976318,0,-0.108846172690392,0,0.577117204666138,0,21.812020406639,0,5.03478,0,31.4,0,27.1,0,108.025,0,0.702,0.611,0,0.441,0.608,0.558,0.907,0.932,0.887,0.919,0.079,0,0.061,0,0.117,0,0.053,0,0.124,0,1.916,0,2.121,0,17.0,0,2.852631,0,0,0,2.944439,0
1820,2007,355,Bulgaria,2.14240907330238,0,2.22853990097534,0,-0.231792405247688,0,-0.121084287762642,0,0.357635468244553,0,0.643360614776611,0,-0.0576844252645969,0,0.69093531370163,0,21.7606132992206,0,8.29162,0,30.3,0,33.6,0,130.455,0,0.709,0.619,0,0.447,0.612,0.563,0.908,0.932,0.886,0.919,0.079,0,0.061,0,0.117,0,0.053,0,0.124,0,1.916,0,2.121,0,29.0,0,2.908721,0,0,0,3.433987,0
1821,2008,355,Bulgaria,2.10504866451503,0,2.13186398257533,0,-0.274787336587906,0,-0.172577276825905,0,0.369860708713531,0,0.734121799468994,0,-0.121088020503521,0,0.57797634601593,0,21.9738798204441,0,11.1942,0,29.1,0,39.7,0,138.397,0,0.715,0.626,0,0.449,0.617,0.564,0.912,0.948,0.883,0.914,0.077,0,0.061,0,0.117,0,0.053,0,0.131,0,1.916,0,2.121,0,41.0,0,2.961831,0,0,0,3.7612,0
1822,2009,355,Bulgaria,1.87198934730153,0,1.73951150062383,0,-0.229267567396164,0,0.0714814215898514,0,0.353678971529007,0,0.694785177707672,0,-0.0403123535215855,0,0.560471177101135,0,18.5864986441581,0,13.3284,0,29.5,0,45.0,0,139.621,0,0.697,0.596,0,0.442,0.579,0.546,0.904,0.942,0.881,0.903,0.08,0,0.061,0,0.117,0,0.064,0,0.131,0,1.916,0,2.121,0,6.0,0,3.012262,0,1,0,1.791759,0
1823,2010,355,Bulgaria,1.90734366002063,0,1.64246152423714,0,-0.237023547291756,0,-0.0653254613280296,0,0.360091060400009,0,0.680432558059692,0,-0.0970613583922386,0,0.531482577323914,0,17.8714315570459,0,15.1221,0,29.1,0,46.2,0,137.14,0,0.68,0.576,0,0.436,0.555,0.529,0.901,0.937,0.883,0.901,0.121,0,0.06,0,0.154,0,0.076,0,0.131,0,1.916,0,2.121,0,18.0,0,3.060271,0,0,0,2.890372,0
1824,2011,355,Bulgaria,1.41629190824225,0,1.31400025609446,0,-0.269264370203018,0,-0.0711113885045052,0,0.301750302314758,0,0.552520036697388,0,-0.141564160585403,0,0.450080156326294,0,17.8827151475731,0,17.0297,0,30.8,0,48.0,0,141.938,0,0.675,0.571,0,0.44,0.552,0.526,0.898,0.937,0.876,0.894,0.121,0,0.06,0,0.154,0,0.076,0,0.131,0,1.916,0,2.121,0,30.0,0,3.10608,0,0,0,3.401197,0
1825,2012,355,Bulgaria,1.40854004080299,0,1.32981896505284,0,-0.281460791826248,0,-0.0283869281411171,0,0.379833996295929,0,0.574710845947266,0,-0.115051358938217,0,0.400915592908859,0,18.3853352646645,0,18.2007,0,29.1,0,51.9,0,147.338,0,0.67,0.568,0,0.44,0.545,0.517,0.888,0.899,0.874,0.899,0.127,0,0.059,0,0.154,0,0.076,0,0.131,0,1.916,0,2.121,0,42.0,0,3.149883,0,0,0,3.73767,0
1826,2013,355,Bulgaria,1.41872774614551,0,1.45404283053363,0,-0.327892512083054,0,-0.0132329864427447,0,0.170710384845734,0,0.549109816551208,0,-0.147255629301071,0,0.337255388498306,0,19.6862822353302,0,19.5682,0,26.7,0,53.1,0,144.355,0,0.66,0.551,0,0.467,0.532,0.51,0.871,0.901,0.824,0.896,0.122,0,0.06,0,0.154,0,0.076,0,0.13,0,1.916,0,2.121,0,8.0,0,3.191847,0,1,0,2.079442,0
1827,2014,355,Bulgaria,1.43753441876806,0,1.30960223173333,0,-0.303166449069977,0,-0.112378895282745,0,0.0785408988595009,0,0.585273623466492,0,-0.0820291489362717,0,0.366472214460373,0,19.5666207727537,0,20.5011,0,25.2,0,55.5,0,131.335,0,0.677,0.569,0,0.48,0.557,0.522,0.879,0.919,0.834,0.896,0.121,0,0.06,0,0.154,0,0.078,0,0.134,0,1.916,0,2.121,0,2.0,0,3.232121,0,1,0,1.098612,0
1828,2015,355,Bulgaria,1.45112678614379,0,1.24593360652028,0,-0.346440643072128,0,-0.0125585971400142,0,0.010424641892314,0,0.57826828956604,0,-0.159493550658226,0,0.432639420032501,0,20.0778036414442,0,22.4944,0,23.1,0,56.7,0,128.103,0,0.67,0.571,0,0.465,0.545,0.517,0.865,0.905,0.821,0.883,0.122,0,0.06,0,0.154,0,0.078,0,0.138,0,1.916,0,2.121,0,14.0,0,3.270836,0,0,0,2.70805,0
1829,2016,355,Bulgaria,0.990564947989011,0,1.24384580804927,0,-0.260855674743652,0,0.0888326391577721,0,0.0682793706655502,0,0.70129007101059,0,-0.140443801879883,0,0.402378171682358,0,20.3330299615082,0,23.8177,0,20.8,0,59.8,0,125.906,0,0.671,0.567,0,0.498,0.547,0.518,0.86,0.902,0.818,0.871,0.122,0,0.06,0,0.154,0,0.078,0,0.138,0,1.916,0,2.121,0,26.0,0,3.308107,0,0,0,3.295837,0
1830,2017,355,Bulgaria,0.958184814687057,0,1.22220854798635,0,-0.196330279111862,0,0.0980096459388733,0,0.321379661560059,0,0.65778660774231,0,-0.1249605640769,0,0.430081695318222,0,20.523224655166,0,25.3925,0,18.2,0,63.4,0,120.596,0,0.629,0.53,0,0.461,0.489,0.48,0.853,0.898,0.802,0.87,0.121,0,0.062,0,0.154,0,0.078,0,0.138,0,1.916,0,2.121,0,8.0,0,3.344039,0,1,0,2.302585,0
1831,2018,355,Bulgaria,1.16148691700508,0,1.44929413825753,0,-0.188220024108887,0,0.111848846077919,0,0.444411188364029,0,0.60575270652771,0,-0.105849832296371,0,0.365172892808914,0,19.9369805450372,0,27.1034,0,15.9,0,64.8,0,119.395,0,0.617,0.517,0,0.455,0.486,0.473,0.849,0.898,0.795,0.87,0.121,0,0.062,0,0.154,0,0.078,0,0.138,0,1.916,0,2.121,0,20.0,0,3.378725,0,0,0,3.091043,0
1832,2019,355,Bulgaria,1.15505235508932,0,3.13356898891163,0,-0.181220516562462,0,0.173703476786613,0,0.561284422874451,0,0.530806183815002,0,-0.0374133922159672,0,0.354652225971222,0,20.5572127126498,0,28.8837,0,14.0,0,67.9,0,116.617,0,0.611,0.51,0,0.449,0.478,0.459,0.853,0.898,0.801,0.87,0.136,0,0.058,0,0.164,0,0.093,0,0.138,0,1.916,0,2.121,0,32.0,0,3.412247,0,0,0,3.526361,0
1833,2020,355,Bulgaria,1.18452384382469,0,1.59346116571228,0,-0.3223497569561,0,-0.214027836918831,0,0.401631027460098,0,0.460990726947784,0,-0.127672985196114,0,0.259386777877808,0,20.1784055093694,0,30.5043,0,12.6,0,70.2,0,114.597,0,0.608,0.502,0,0.449,0.497,0.442,0.853,0.898,0.801,0.878,0.146,0,0.076,0,0.155,0,0.08,0,0.121,0,1.916,0,2.121,0,44.0,0,3.444683,0,0,0,3.828641,0
1834,2021,355,Bulgaria,1.18452384382469,1,1.51749089579214,0,-0.258131921291351,0,-0.173440277576447,0,0.36473935842514,0,0.433977693319321,0,-0.068868450820446,0,0.284104585647583,0,20.5821478187492,0,32.7688,0,11.5,0,75.3,0,114.912,0,0.672,0.555,0,0.488,0.562,0.494,0.871,0.898,0.845,0.878,0.141,0,0.067,0,0.13,0,0.071,0,0.137,0,1.916,0,2.121,0,44.0,1,3.444683,1,0,1,3.828641,1
1835,2022,355,Bulgaria,1.18452384382469,1,1.59228669627303,0,-0.158206030726433,0,-0.271232962608337,0,0.313428640365601,0,0.320686906576157,0,-0.107922710478306,0,0.287512123584747,0,21.7256158413796,0,34.9668,0,10.1,0,79.1,0,116.679,0,0.692,0.616,0,0.489,0.595,0.551,0.898,0.942,0.871,0.898,0.139,0,0.076,0,0.141,0,0.078,0,0.196,0,1.916,0,2.121,0,44.0,1,3.444683,1,0,1,3.828641,1
1836,2023,355,Bulgaria,1.18452384382469,1,1.84737280288254,0,-0.137721657752991,0,0.047112051397562,0,0.341861486434937,0,0.40789669752121,0,-0.0068576806224882,0,0.388988107442856,0,20.4750197596259,0,37.0236,0,9.11,0,80.4,0,117.933,0,0.666,0.588,0,0.468,0.595,0.52,0.896,0.942,0.846,0.917,0.134,0,0.059,0,0.141,0,0.078,0,0.199,0,1.916,0,2.121,0,44.0,1,3.444683,1,0,1,3.828641,1
1837,1992,359,Moldova,0.698894504204239,0,0.530067157581448,1,-0.437426507472992,1,-0.215465322136879,1,0.0112921837717295,1,-0.0665459185838699,1,-0.121130093932152,1,0.0183696802705526,1,12.0896762347,1,0.00570437,1,11.5,0,0.000825,1,0.0,0,0.502,0.37,0,0.26,0.356,0.369,0.74,0.643,0.781,0.812,0.199,0,0.143,0,0.172,0,0.222,0,0.241,0,0.729,1,1.245,1,28.0,0,1.203973,0,0,0,3.367296,0
1838,1993,359,Moldova,1.00758713109716,0,0.530067157581448,0,-0.437426507472992,1,-0.215465322136879,1,0.0112921837717295,1,-0.0665459185838699,1,-0.121130093932152,1,0.0183696802705526,1,12.0896762347,1,0.00570437,1,11.8,0,0.000825,1,0.0,0,0.515,0.377,0,0.266,0.347,0.368,0.742,0.643,0.782,0.814,0.198,0,0.143,0,0.181,0,0.215,0,0.239,0,0.729,1,1.245,1,40.0,0,1.466337,0,0,0,3.713572,0
