,country,year,d_terror,preds,preds_proba
51,Nicaragua,2020,1,0,0.2293160293641987
52,Costa Rica,2017,0,0,0.1251052594019839
53,Costa Rica,2018,0,0,0.15796760151288092
54,Costa Rica,2019,0,0,0.1805754350552039
55,Costa Rica,2020,0,0,0.21212496559317387
56,Panama,2017,0,0,0.15689003068579183
57,Panama,2018,0,0,0.15739925171524408
58,Panama,2019,0,0,0.2586745980772957
59,Panama,2020,0,0,0.3318082188987778
60,Colombia,2017,1,1,0.8624868744329249
61,Colombia,2018,1,1,0.8191375865267966
62,Colombia,2019,1,1,0.8072766614674133
63,Colombia,2020,1,1,0.7080486487037548
64,Venezuela,2017,1,0,0.4712085530968
65,Venezuela,2018,1,0,0.4911864307818067
66,Venezuela,2019,1,0,0.48103616215369605
67,Venezuela,2020,1,0,0.47018399426877294
68,Guyana,2017,0,0,0.09164678716701839
69,Guyana,2018,0,0,0.16564847947314223
70,Guyana,2019,0,0,0.18232355669735248
71,Guyana,2020,0,0,0.1550896616407215
72,Suriname,2017,0,0,0.11968007907314265
73,Suriname,2018,0,0,0.1387414145121275
74,Suriname,2019,0,0,0.14847043700608253
75,Suriname,2020,0,0,0.18815425101552274
76,Ecuador,2017,0,1,0.5901007737712936
77,Ecuador,2018,1,1,0.5340543474936541
78,Ecuador,2019,1,1,0.5302471684456271
79,Ecuador,2020,0,1,0.5347888695191196
80,Peru,2017,1,1,0.7847740873270741
81,Peru,2018,1,1,0.7036183238013679
82,Peru,2019,0,1,0.6784462896697963
83,Peru,2020,0,1,0.6536224016474497
84,Brazil,2017,0,1,0.7180949322567819
85,Brazil,2018,1,1,0.7472150859915792
86,Brazil,2019,1,1,0.7237605896565436
87,Brazil,2020,1,1,0.6641210712501657
88,Bolivia,2017,0,0,0.230007594988327
89,Bolivia,2018,1,0,0.26688024385519565
90,Bolivia,2019,0,0,0.2826974442099683
91,Bolivia,2020,0,0,0.392647133783935
92,Paraguay,2017,1,0,0.4711427978287324
93,Paraguay,2018,1,0,0.41525341496439766
94,Paraguay,2019,0,0,0.41059825245759735
95,Paraguay,2020,0,0,0.44594490644587
96,Chile,2017,0,0,0.47663635158818224
97,Chile,2018,0,0,0.45786489076469816
98,Chile,2019,0,0,0.42692845048336364
99,Chile,2020,1,0,0.403774162396513
100,Argentina,2017,0,0,0.09537444821645207
101,Argentina,2018,0,0,0.09905190078600487
102,Argentina,2019,0,0,0.15429524625093022
103,Argentina,2020,0,0,0.1628617814070608
104,Uruguay,2017,0,0,0.34644284388985747
105,Uruguay,2018,0,0,0.31981705763016
106,Uruguay,2019,0,0,0.34071984177957226
107,Uruguay,2020,0,0,0.3484282452008851
108,United Kingdom,2017,1,1,0.6685109420658552
109,United Kingdom,2018,1,1,0.581617139372438
110,United Kingdom,2019,1,1,0.5950233132314056
111,United Kingdom,2020,1,1,0.5425638827571279
112,Ireland,2017,0,0,0.3053802081740427
113,Ireland,2018,0,0,0.44785083787973934
114,Ireland,2019,0,0,0.38974025688861913
115,Ireland,2020,0,0,0.2621360424346938
116,Netherlands,2017,0,0,0.07899994722787423
117,Netherlands,2018,1,0,0.07721232145180915
118,Netherlands,2019,1,0,0.0984252767688107
119,Netherlands,2020,0,0,0.23294665526899452
120,Belgium,2017,1,0,0.4384737131846959
121,Belgium,2018,1,0,0.320565550912372
122,Belgium,2019,0,0,0.3551349813392205
123,Belgium,2020,0,0,0.26456092255706926
124,Luxembourg,2017,0,0,0.053288018268750424
125,Luxembourg,2018,0,0,0.0597975349420436
126,Luxembourg,2019,0,0,0.05026556972607068
127,Luxembourg,2020,0,0,0.06185761180944224
128,France,2017,1,1,0.5868245488187684
129,France,2018,1,0,0.4904961394845785
130,France,2019,1,0,0.47141819145672675
131,France,2020,1,1,0.518356261949711
132,Switzerland,2017,0,0,0.0433092006056638
133,Switzerland,2018,0,0,0.06721707928232862
134,Switzerland,2019,0,0,0.07894371345597627
135,Switzerland,2020,1,0,0.07253869158852669
136,Spain,2017,1,0,0.13451715985434679
137,Spain,2018,0,0,0.18193307976544976
138,Spain,2019,0,0,0.23853358337944092
139,Spain,2020,0,0,0.27193983138106453
140,Portugal,2017,0,0,0.06259595681560999
141,Portugal,2018,0,0,0.06376196592959597
142,Portugal,2019,0,0,0.07449842493195093
143,Portugal,2020,0,0,0.09729740750935356
144,Germany,2017,1,0,0.4619786728649925
145,Germany,2018,0,0,0.4327840752696243
146,Germany,2019,1,0,0.3463791275448308
147,Germany,2020,1,1,0.5123849282808818
148,Poland,2017,0,0,0.1337839353253612
149,Poland,2018,0,0,0.1552873444973638
150,Poland,2019,0,0,0.1401784150339064
151,Poland,2020,0,0,0.2012681869618286
152,Austria,2017,1,0,0.04241367709575803
153,Austria,2018,1,0,0.050728660121723716
154,Austria,2019,0,0,0.062055387344404654
155,Austria,2020,1,0,0.11870023753453429
156,Hungary,2017,0,0,0.07306990447645552
157,Hungary,2018,0,0,0.11760686505387853
158,Hungary,2019,0,0,0.14211717598037446
159,Hungary,2020,0,0,0.14431395336983005
160,Czechia,2017,0,0,0.14818739741668444
161,Czechia,2018,0,0,0.18324667910409714
162,Czechia,2019,0,0,0.14362173899746153
163,Czechia,2020,0,0,0.15428403217420558
164,Slovakia,2017,0,0,0.0953293370441733
165,Slovakia,2018,0,0,0.10899955143693106
166,Slovakia,2019,0,0,0.12084238105432717
167,Slovakia,2020,0,0,0.12841748988184443
168,Italy,2017,0,0,0.29507528259936744
169,Italy,2018,0,0,0.3092769340842559
170,Italy,2019,0,0,0.30704403531956537
171,Italy,2020,0,0,0.3000487684013695
172,Malta,2017,1,0,0.05941166875656279
173,Malta,2018,0,0,0.08099213995167753
174,Malta,2019,0,0,0.0968613328439918
175,Malta,2020,0,0,0.13373041359553883
176,Albania,2017,0,0,0.15134747326462158
177,Albania,2018,0,0,0.18349678046209825
178,Albania,2019,0,0,0.1775904838043566
179,Albania,2020,0,0,0.2828511512037524
180,Serbia,2017,0,0,0.09555565750170761
181,Serbia,2018,0,0,0.08815589605570338
182,Serbia,2019,0,0,0.08148250094300194
183,Serbia,2020,0,0,0.1187555433220173
184,Montenegro,2017,0,0,0.06133055020338257
185,Montenegro,2018,1,0,0.060117136128696826
186,Montenegro,2019,0,0,0.06823408875431997
187,Montenegro,2020,0,0,0.2026756230995153
188,North Macedonia,2017,0,0,0.13910756338501998
189,North Macedonia,2018,0,0,0.12169286682774165
190,North Macedonia,2019,0,0,0.13810033540284028
191,North Macedonia,2020,0,0,0.18389735041950853
192,Croatia,2017,0,0,0.03482072769163328
193,Croatia,2018,0,0,0.04088142643055937
194,Croatia,2019,0,0,0.04079222354752219
195,Croatia,2020,1,0,0.10114358096053662
196,Bosnia-Herzegovina,2017,0,0,0.15403146058252032
197,Bosnia-Herzegovina,2018,0,0,0.15813882470915225
198,Bosnia-Herzegovina,2019,0,0,0.1637611318247157
199,Bosnia-Herzegovina,2020,0,0,0.22539735829716548
200,Slovenia,2017,0,0,0.07856046936008397
201,Slovenia,2018,0,0,0.07154631923418052
202,Slovenia,2019,0,0,0.08268419121020276
203,Slovenia,2020,0,0,0.09267899195644856
204,Greece,2017,0,0,0.26640313586363684
205,Greece,2018,0,0,0.2612777930697006
206,Greece,2019,0,0,0.29123161146282556
207,Greece,2020,0,0,0.37095732534075504
208,Cyprus,2017,0,0,0.05192831146588372
209,Cyprus,2018,0,0,0.04649356210049851
210,Cyprus,2019,0,0,0.03185358493643658
211,Cyprus,2020,0,0,0.05949144162053605
212,Bulgaria,2017,0,0,0.11146715804711953
213,Bulgaria,2018,0,0,0.12755247678176387
214,Bulgaria,2019,0,0,0.14662124965593173
215,Bulgaria,2020,0,0,0.1732460164541088
216,Moldova,2017,0,0,0.16197573032833154
217,Moldova,2018,0,0,0.17869181770915876
218,Moldova,2019,0,0,0.16473564435992186
219,Moldova,2020,0,0,0.19104667187518823
220,Romania,2017,0,0,0.13534141766319033
221,Romania,2018,0,0,0.1496260893178041
222,Romania,2019,0,0,0.15593810849109493
223,Romania,2020,0,0,0.1998705533387614
224,Russia (Soviet Union),2017,1,1,0.8008553282156367
225,Russia (Soviet Union),2018,1,1,0.706300272196226
226,Russia (Soviet Union),2019,1,1,0.63977862393084
227,Russia (Soviet Union),2020,1,1,0.6622868051095412
228,Estonia,2017,0,0,0.11240174939596909
229,Estonia,2018,0,0,0.14665947946294763
230,Estonia,2019,0,0,0.12946728038250205
231,Estonia,2020,0,0,0.11453344343517759
232,Latvia,2017,0,0,0.022038591715855683
233,Latvia,2018,0,0,0.04101077061096329
234,Latvia,2019,0,0,0.050553312740210625
235,Latvia,2020,0,0,0.07071469349889391
236,Lithuania,2017,0,0,0.05928780418183114
237,Lithuania,2018,0,0,0.078613226493766
238,Lithuania,2019,0,0,0.07831758265284276
239,Lithuania,2020,0,0,0.07945937955571866
240,Ukraine,2017,1,1,0.6692721554474924
241,Ukraine,2018,1,1,0.6051472612166253
242,Ukraine,2019,1,0,0.4310089378971846
243,Ukraine,2020,0,0,0.4311914215093405
244,Belarus,2017,0,0,0.10859670194930315
245,Belarus,2018,0,0,0.15609918341132212
246,Belarus,2019,0,0,0.1563525195991478
247,Belarus,2020,0,0,0.19210809350501062
248,Armenia,2017,0,0,0.19508084329856965
249,Armenia,2018,0,0,0.1523314389884718
250,Armenia,2019,0,0,0.1677156230624439
251,Armenia,2020,0,0,0.20103005001848942
252,Georgia,2017,0,0,0.29709657358982977
253,Georgia,2018,1,0,0.2663427327685515
254,Georgia,2019,0,0,0.25427179863596033
255,Georgia,2020,0,0,0.3219854522841033
256,Azerbaijan,2017,0,0,0.4680669665737107
257,Azerbaijan,2018,0,0,0.3660114772831534
258,Azerbaijan,2019,0,0,0.36414280431621476
259,Azerbaijan,2020,0,0,0.33683187040605145
260,Finland,2017,1,0,0.09328047425349931
261,Finland,2018,0,0,0.13482735419151606
262,Finland,2019,0,0,0.11219301464966208
263,Finland,2020,0,0,0.1064182748672152
264,Sweden,2017,1,0,0.2471873056651478
265,Sweden,2018,0,0,0.24064567595396116
266,Sweden,2019,0,0,0.19998241428877273
267,Sweden,2020,0,0,0.24062095401209085
268,Norway,2017,0,0,0.13175694461821624
269,Norway,2018,0,0,0.13585726519252528
270,Norway,2019,1,0,0.1540938562614863
271,Norway,2020,0,0,0.279008986089911
272,Denmark,2017,0,0,0.14735759935238568
273,Denmark,2018,0,0,0.11924064209284661
274,Denmark,2019,0,0,0.11769381776182185
275,Denmark,2020,0,0,0.15088892410665056
276,Iceland,2017,0,0,0.08357214219449284
277,Iceland,2018,0,0,0.13241275958038964
278,Iceland,2019,0,0,0.14620378016331775
279,Iceland,2020,0,0,0.22657379372215591
280,Cabo Verde,2017,0,0,0.09848686423830934
281,Cabo Verde,2018,0,0,0.13892558950362424
282,Cabo Verde,2019,0,0,0.17585176010031509
283,Cabo Verde,2020,0,0,0.20359411159025803
284,Guinea-Bissau,2017,0,0,0.23541127394691938
285,Guinea-Bissau,2018,0,0,0.23232026661699112
286,Guinea-Bissau,2019,0,0,0.26298862594623673
287,Guinea-Bissau,2020,0,0,0.2812803926965775
288,Equatorial Guinea,2017,0,0,0.07999816496926324
289,Equatorial Guinea,2018,0,0,0.11949184940514423
290,Equatorial Guinea,2019,0,0,0.12602455882802707
291,Equatorial Guinea,2020,0,0,0.19518380891213258
292,Gambia,2017,0,0,0.286883784523476
293,Gambia,2018,0,0,0.29724363091415124
294,Gambia,2019,0,0,0.3437687179016659
295,Gambia,2020,0,0,0.3498367855744081
296,Mali,2017,1,1,0.7767160086042549
297,Mali,2018,1,1,0.751104331692
298,Mali,2019,1,1,0.634589564791877
299,Mali,2020,1,1,0.5430462529691817
300,Senegal,2017,0,0,0.46369799471918915
301,Senegal,2018,1,0,0.48671080935050104
302,Senegal,2019,0,1,0.5035045611635206
303,Senegal,2020,0,1,0.5512732842694307
304,Benin,2017,0,0,0.13797647082810865
305,Benin,2018,0,0,0.1793673339434418
306,Benin,2019,1,0,0.23873372934066578
307,Benin,2020,1,0,0.34729524969977893
308,Mauritania,2017,0,0,0.2215633952146477
309,Mauritania,2018,0,0,0.24903114084231615
310,Mauritania,2019,0,0,0.2713761850081697
311,Mauritania,2020,0,0,0.3173758180020222
312,Niger,2017,1,1,0.7527920502390637
313,Niger,2018,1,1,0.7372465363794838
314,Niger,2019,1,1,0.7292679756552587
315,Niger,2020,1,1,0.7407675016056517
316,Ivory Coast,2017,0,1,0.6166095536519427
317,Ivory Coast,2018,0,1,0.6259141094401208
318,Ivory Coast,2019,0,1,0.6198363347207276
319,Ivory Coast,2020,1,1,0.6528207573486957
320,Guinea,2017,0,0,0.24951126087927633
321,Guinea,2018,1,0,0.22608408147907172
322,Guinea,2019,0,0,0.28388398157184275
323,Guinea,2020,0,0,0.2526639456311902
324,Burkina Faso,2017,1,0,0.49924015362358315
325,Burkina Faso,2018,1,0,0.4366835387548295
326,Burkina Faso,2019,1,0,0.42936924988948105
327,Burkina Faso,2020,1,0,0.3994961311435302
328,Liberia,2017,0,0,0.18890945456456065
329,Liberia,2018,0,0,0.26122419291976134
330,Liberia,2019,0,0,0.28318045331532804
331,Liberia,2020,0,0,0.2926885984207757
332,Sierra Leone,2017,0,0,0.49946478270177697
333,Sierra Leone,2018,0,0,0.3849491576809999
334,Sierra Leone,2019,0,0,0.3945063767318104
335,Sierra Leone,2020,0,0,0.3731079720964112
336,Ghana,2017,0,0,0.26186131894224374
337,Ghana,2018,1,0,0.3194166641180129
338,Ghana,2019,1,0,0.2603893323546504
339,Ghana,2020,1,0,0.3002380442650192
340,Togo,2017,0,0,0.2190383654738184
341,Togo,2018,0,0,0.2672107258330767
342,Togo,2019,0,0,0.2944227024670186
343,Togo,2020,0,0,0.34275981244189335
344,Cameroon,2017,1,1,0.7417191921045477
345,Cameroon,2018,1,1,0.6498544950375392
346,Cameroon,2019,1,1,0.628464153415984
347,Cameroon,2020,1,1,0.6743405705833447
348,Nigeria,2017,1,1,0.7797420252622566
349,Nigeria,2018,1,1,0.755000203892304
350,Nigeria,2019,1,1,0.7376782783333844
351,Nigeria,2020,1,1,0.7409897442171048
352,Gabon,2017,0,0,0.13024589411872656
353,Gabon,2018,0,0,0.14567569909573766
354,Gabon,2019,1,0,0.307617671345995
355,Gabon,2020,0,0,0.31230323234176804
356,Central African Republic,2017,1,1,0.6889839536756683
357,Central African Republic,2018,1,1,0.6904213944194676
358,Central African Republic,2019,1,1,0.6778787044682996
359,Central African Republic,2020,1,1,0.6443108949852688
360,Chad,2017,1,1,0.5834801867653503
361,Chad,2018,1,0,0.481761374641914
362,Chad,2019,1,0,0.4639911408793874
363,Chad,2020,1,1,0.6331193778709243
364,Congo,2017,0,0,0.33899651158803396
365,Congo,2018,0,0,0.37906114081451286
366,Congo,2019,0,0,0.3665462311897767
367,Congo,2020,0,0,0.412927142792268
368,DR Congo (Zaire),2017,1,1,0.6064951747032674
369,DR Congo (Zaire),2018,1,1,0.5180191677301502
370,DR Congo (Zaire),2019,1,1,0.5564577094923915
371,DR Congo (Zaire),2020,1,1,0.5152184520681631
372,Uganda,2017,1,1,0.6636601587950337
373,Uganda,2018,1,1,0.6062560878071476
374,Uganda,2019,1,1,0.5776341958904581
375,Uganda,2020,0,1,0.5834848855561766
376,Kenya,2017,1,1,0.6194487358071172
377,Kenya,2018,1,1,0.6402578314428023
378,Kenya,2019,1,1,0.6706772888853813
379,Kenya,2020,1,1,0.5705815379225786
380,Tanzania,2017,1,1,0.5957203005372561
381,Tanzania,2018,1,1,0.5693241479850345
382,Tanzania,2019,1,1,0.6856950287546644
383,Tanzania,2020,1,1,0.7105153264994822
384,Burundi,2017,1,1,0.7162813535124726
385,Burundi,2018,1,1,0.6292437978332984
386,Burundi,2019,1,1,0.6240916941744508
387,Burundi,2020,1,1,0.6335689417538177
388,Rwanda,2017,1,0,0.44145885566492643
389,Rwanda,2018,1,0,0.41715871599869836
390,Rwanda,2019,1,0,0.38846516360967237
391,Rwanda,2020,0,0,0.4466166034334646
392,Somalia,2017,1,1,0.8959765528271796
393,Somalia,2018,1,1,0.8434337466716566
394,Somalia,2019,1,1,0.771730430363331
395,Somalia,2020,1,1,0.7388372495414407
396,Djibouti,2017,0,0,0.22370626412052236
397,Djibouti,2018,0,0,0.2322276881043742
398,Djibouti,2019,0,0,0.21753852192195164
399,Djibouti,2020,0,0,0.22209755384129182
400,Ethiopia,2017,1,1,0.609927748989071
401,Ethiopia,2018,1,1,0.5707356629761756
402,Ethiopia,2019,1,1,0.5682866847083151
403,Ethiopia,2020,1,1,0.5718414311821367
404,Eritrea,2017,0,0,0.27561040258535435
405,Eritrea,2018,0,0,0.27380901407876346
406,Eritrea,2019,0,0,0.27324780051176956
407,Eritrea,2020,0,0,0.2713495631607386
408,Angola,2017,1,0,0.37591151444716003
409,Angola,2018,0,0,0.42071316430661343
410,Angola,2019,1,0,0.4769281724484037
411,Angola,2020,1,0,0.47082963778532205
412,Mozambique,2017,1,1,0.6331131759840813
413,Mozambique,2018,1,1,0.5761002075067587
414,Mozambique,2019,1,1,0.552792768496044
415,Mozambique,2020,1,1,0.5134814749939991
416,Zambia,2017,0,0,0.14293232814427428
417,Zambia,2018,0,0,0.1452098051809035
418,Zambia,2019,0,0,0.19567162124965604
419,Zambia,2020,0,0,0.2243284297234202
420,Zimbabwe,2017,0,0,0.22052486209124128
421,Zimbabwe,2018,1,0,0.32274856253266815
422,Zimbabwe,2019,0,0,0.3450399953290127
423,Zimbabwe,2020,0,0,0.44328448259084113
424,Malawi,2017,0,0,0.2090165115694981
425,Malawi,2018,0,0,0.2503018996275258
426,Malawi,2019,0,0,0.2701306810651706
427,Malawi,2020,0,0,0.2739080408637249
428,South Africa,2017,1,1,0.7146037862800869
429,South Africa,2018,1,1,0.7024874629402567
430,South Africa,2019,1,1,0.6825210773669345
431,South Africa,2020,1,1,0.631640888191948
432,Namibia,2017,0,0,0.11819509435116372
433,Namibia,2018,0,0,0.12836422301740222
434,Namibia,2019,0,0,0.1459759305135028
435,Namibia,2020,0,0,0.18990987960159444
436,Lesotho,2017,0,0,0.22702923815640574
437,Lesotho,2018,0,0,0.20342664186594814
438,Lesotho,2019,0,0,0.21137311272186035
439,Lesotho,2020,0,0,0.24708179139778377
440,Botswana,2017,0,0,0.14348225812580337
441,Botswana,2018,0,0,0.14602148190780176
442,Botswana,2019,0,0,0.2086831939914791
443,Botswana,2020,0,0,0.26159248230539167
444,eSwatini,2017,0,0,0.06272749052132483
445,eSwatini,2018,0,0,0.08783085001774789
446,eSwatini,2019,0,0,0.09094284898716495
447,eSwatini,2020,0,0,0.12780071566198734
448,Madagascar,2017,0,1,0.5084103026781256
449,Madagascar,2018,0,0,0.42353579839128985
450,Madagascar,2019,0,0,0.4981848487628834
451,Madagascar,2020,0,1,0.564290623198043
452,Comoros,2017,0,0,0.20858055275203646
453,Comoros,2018,0,0,0.26497002783129947
454,Comoros,2019,0,0,0.2888867480196959
455,Comoros,2020,0,0,0.3468924264203645
456,Mauritius,2017,0,0,0.08315441783649874
457,Mauritius,2018,0,0,0.10132428051503194
458,Mauritius,2019,0,0,0.12472856837018685
459,Mauritius,2020,0,0,0.19942272991405943
460,Morocco,2017,0,0,0.18561412361990393
461,Morocco,2018,1,0,0.2297636888195654
462,Morocco,2019,0,0,0.26698193514185803
463,Morocco,2020,0,0,0.2750586190374243
464,Algeria,2017,1,1,0.7424632484121887
465,Algeria,2018,1,1,0.6824638600891004
466,Algeria,2019,0,1,0.6597427388853202
467,Algeria,2020,1,1,0.6454993322527037
468,Tunisia,2017,1,1,0.6569201048006447
469,Tunisia,2018,1,1,0.5907404858753604
470,Tunisia,2019,1,1,0.5628089084254785
471,Tunisia,2020,1,1,0.5182075827547887
472,Libya,2017,1,1,0.5109867368056193
473,Libya,2018,1,0,0.45156895127993396
474,Libya,2019,1,1,0.528404491747459
475,Libya,2020,1,1,0.6095283971006511
476,Sudan,2017,1,1,0.9199745644350653
477,Sudan,2018,1,1,0.8113537429529721
478,Sudan,2019,1,1,0.7748419834643338
479,Sudan,2020,1,1,0.7265042154733872
480,South Sudan,2017,1,1,0.7950997033366979
481,South Sudan,2018,1,1,0.6628556646379383
482,South Sudan,2019,1,1,0.6207771355170202
483,South Sudan,2020,1,1,0.602348839343059
484,Iran,2017,1,1,0.90413656314427
485,Iran,2018,1,1,0.6849129889592317
486,Iran,2019,1,1,0.7359167468512362
487,Iran,2020,1,1,0.779843304843305
488,Turkey,2017,1,1,0.6208459260000685
489,Turkey,2018,1,1,0.532763709208796
490,Turkey,2019,1,1,0.5376373145159273
491,Turkey,2020,1,0,0.47662782518273894
492,Iraq,2017,1,1,0.6691798941798941
493,Iraq,2018,1,1,0.6289776839873179
494,Iraq,2019,1,1,0.6227933755390404
495,Iraq,2020,1,1,0.6172304288874614
496,Egypt,2017,1,1,0.708203351989479
497,Egypt,2018,1,1,0.6894809411668756
498,Egypt,2019,1,1,0.6762689747275485
499,Egypt,2020,1,1,0.6701198377017257
500,Syria,2017,1,1,0.7493264371395395
501,Syria,2018,1,1,0.75326181347376
502,Syria,2019,1,1,0.7492193936798943
503,Syria,2020,1,1,0.7408555870020225
504,Lebanon,2017,1,1,0.8264287753208751
505,Lebanon,2018,1,1,0.815638794588698
506,Lebanon,2019,1,1,0.7638068222364945
507,Lebanon,2020,1,1,0.6932300943187266
508,Jordan,2017,1,1,0.6158194941431934
509,Jordan,2018,1,1,0.6213426817954755
510,Jordan,2019,1,1,0.5449862882425499
511,Jordan,2020,0,1,0.5786328511280336
512,Israel,2017,1,1,0.8460108702401575
513,Israel,2018,1,1,0.8484461089470724
514,Israel,2019,1,1,0.7836585647279286
515,Israel,2020,1,1,0.7297711030851688
516,Saudi Arabia,2017,1,1,0.5849907229001642
517,Saudi Arabia,2018,1,1,0.5422199794068774
518,Saudi Arabia,2019,1,1,0.5128017026860957
519,Saudi Arabia,2020,0,1,0.563105926994816
520,Yemen (North Yemen),2017,1,1,0.8152274418652068
521,Yemen (North Yemen),2018,1,1,0.7601599535125547
522,Yemen (North Yemen),2019,1,1,0.7199112419728995
523,Yemen (North Yemen),2020,1,1,0.7110194985917535
524,Kuwait,2017,0,1,0.5723884407892108
525,Kuwait,2018,0,1,0.521514762266207
526,Kuwait,2019,0,1,0.514002605187576
527,Kuwait,2020,0,0,0.4582094687586011
528,Bahrain,2017,1,1,0.5794891428042225
529,Bahrain,2018,0,0,0.4167194836472802
530,Bahrain,2019,0,0,0.3793941938653428
531,Bahrain,2020,0,0,0.3608476205499835
532,Qatar,2017,0,0,0.21460023776979464
533,Qatar,2018,0,0,0.2499663773748555
534,Qatar,2019,0,0,0.2404412935241453
535,Qatar,2020,0,0,0.2363415290197565
536,United Arab Emirates,2017,0,0,0.25849653985492116
537,United Arab Emirates,2018,0,0,0.26993777114201006
538,United Arab Emirates,2019,0,0,0.2684888614561062
539,United Arab Emirates,2020,0,0,0.309160533678838
540,Oman,2017,0,0,0.2357808055784934
541,Oman,2018,0,0,0.2933126275332948
542,Oman,2019,0,0,0.2712476572505982
543,Oman,2020,0,0,0.3144774132934563
544,Afghanistan,2017,1,1,0.8315181820962169
545,Afghanistan,2018,1,1,0.8350111121305724
546,Afghanistan,2019,1,1,0.7994596853941749
547,Afghanistan,2020,1,1,0.6522537745562793
548,Turkmenistan,2017,0,0,0.20924549652873348
549,Turkmenistan,2018,0,0,0.1929996126046223
550,Turkmenistan,2019,0,0,0.35263683722257905
551,Turkmenistan,2020,0,0,0.40177337648435907
552,Tajikistan,2017,1,1,0.623255956203933
553,Tajikistan,2018,1,1,0.593519097758019
554,Tajikistan,2019,1,1,0.5688386989446722
555,Tajikistan,2020,0,1,0.5582336292837257
556,Kyrgyzstan,2017,1,1,0.6863700543372987
557,Kyrgyzstan,2018,0,1,0.6608284654045731
558,Kyrgyzstan,2019,0,1,0.6445119837701724
559,Kyrgyzstan,2020,0,1,0.6369618517499056
560,Uzbekistan,2017,0,0,0.21762531338639252
561,Uzbekistan,2018,0,0,0.3924854251443846
562,Uzbekistan,2019,0,0,0.4435498669602718
563,Uzbekistan,2020,0,0,0.44909086922574415
564,Kazakhstan,2017,0,1,0.5448959090577592
565,Kazakhstan,2018,0,1,0.5015358590224225
566,Kazakhstan,2019,0,0,0.48921541168270727
567,Kazakhstan,2020,0,1,0.6250092731788304
568,China,2017,1,1,0.8441742176327914
569,China,2018,1,1,0.7770070648683363
570,China,2019,0,1,0.737300822705447
571,China,2020,0,1,0.6723323935751683
572,Mongolia,2017,0,0,0.14519706191189816
573,Mongolia,2018,0,0,0.15438064932284587
574,Mongolia,2019,0,0,0.1767960595031886
575,Mongolia,2020,0,0,0.21098648194023914
576,South Korea,2017,0,0,0.08727788482123745
577,South Korea,2018,0,0,0.08809829647979937
578,South Korea,2019,0,0,0.11676988714560974
579,South Korea,2020,0,0,0.16247357509399898
580,Japan,2017,0,0,0.3276340105338178
581,Japan,2018,0,0,0.3164079551362788
582,Japan,2019,0,0,0.313200984058402
583,Japan,2020,0,0,0.3321028201086004
584,India,2017,1,1,0.9082379673420136
585,India,2018,1,1,0.8655874507993971
586,India,2019,1,1,0.872334756872329
587,India,2020,1,1,0.8466089002697867
588,Bhutan,2017,0,0,0.1520511565790949
589,Bhutan,2018,0,0,0.17092189905292027
590,Bhutan,2019,0,0,0.2303050228869113
