,country,year,d_protest,preds,preds_proba
135,Burundi,2021,0,1,0.5175
136,Burundi,2022,1,1,0.505
137,Burundi,2023,0,0,0.4815
138,Cambodia (Kampuchea),2017,1,1,0.7575
139,Cambodia (Kampuchea),2018,1,1,0.66
140,Cambodia (Kampuchea),2019,1,1,0.712
141,Cambodia (Kampuchea),2020,1,1,0.6945
142,Cambodia (Kampuchea),2021,1,1,0.685
143,Cambodia (Kampuchea),2022,1,1,0.6035
144,Cambodia (Kampuchea),2023,1,1,0.554
145,Cameroon,2017,1,0,0.2465
146,Cameroon,2018,1,0,0.379
147,Cameroon,2019,1,0,0.3905
148,Cameroon,2020,1,0,0.4575
149,Cameroon,2021,1,0,0.4245
150,Cameroon,2022,1,0,0.4175
151,Cameroon,2023,1,0,0.4225
152,Canada,2021,1,1,0.727
153,Canada,2022,1,1,0.6775
154,Canada,2023,1,1,0.6095
155,Cabo Verde,2020,1,1,0.594
156,Cabo Verde,2021,1,1,0.5875
157,Cabo Verde,2022,1,1,0.5515
158,Cabo Verde,2023,1,1,0.5075
159,Central African Republic,2017,1,1,0.551
160,Central African Republic,2018,0,1,0.507
161,Central African Republic,2019,1,1,0.548
162,Central African Republic,2020,1,0,0.471
163,Central African Republic,2021,1,0,0.476
164,Central African Republic,2022,1,1,0.5355
165,Central African Republic,2023,0,0,0.379
166,Chad,2017,0,0,0.053
167,Chad,2018,0,0,0.063
168,Chad,2019,1,0,0.059
169,Chad,2020,0,0,0.1295
170,Chad,2021,1,0,0.1165
171,Chad,2022,1,0,0.185
172,Chad,2023,1,0,0.199
173,Chile,2018,1,1,0.7715
174,Chile,2019,1,1,0.8245
175,Chile,2020,1,1,0.8
176,Chile,2021,1,1,0.7415
177,Chile,2022,1,1,0.72
178,Chile,2023,1,1,0.686
179,China,2018,1,1,0.8855
180,China,2019,1,1,0.8835
181,China,2020,1,1,0.882
182,China,2021,1,1,0.8625
183,China,2022,1,1,0.8545
184,China,2023,1,1,0.7955
185,Colombia,2018,1,1,0.7805
186,Colombia,2019,1,1,0.8875
187,Colombia,2020,1,1,0.9145
188,Colombia,2021,1,1,0.872
189,Colombia,2022,1,1,0.8625
190,Colombia,2023,1,1,0.7945
191,Comoros,2020,0,1,0.509
192,Comoros,2021,0,0,0.4835
193,Comoros,2022,0,0,0.493
194,Comoros,2023,0,0,0.4365
195,Costa Rica,2018,1,1,0.838
196,Costa Rica,2019,1,1,0.8395
197,Costa Rica,2020,1,1,0.836
198,Costa Rica,2021,1,1,0.842
199,Costa Rica,2022,1,1,0.8065
200,Costa Rica,2023,1,1,0.7405
201,Croatia,2018,1,1,0.8045
202,Croatia,2019,1,1,0.8005
203,Croatia,2020,1,1,0.802
204,Croatia,2021,1,1,0.794
205,Croatia,2022,1,1,0.764
206,Croatia,2023,1,1,0.7095
207,Cuba,2018,0,1,0.808
208,Cuba,2019,0,1,0.8075
209,Cuba,2020,1,1,0.7595
210,Cuba,2021,1,1,0.662
211,Cuba,2022,1,1,0.6645
212,Cuba,2023,1,1,0.643
213,Cyprus,2018,1,1,0.7395
214,Cyprus,2019,1,1,0.733
215,Cyprus,2020,1,1,0.7285
216,Cyprus,2021,1,1,0.7385
217,Cyprus,2022,1,1,0.7285
218,Cyprus,2023,1,1,0.6735
219,Czechia,2020,1,1,0.787
220,Czechia,2021,1,1,0.7965
221,Czechia,2022,1,1,0.738
222,Czechia,2023,1,1,0.664
223,DR Congo (Zaire),2017,1,0,0.449
224,DR Congo (Zaire),2018,1,0,0.4015
225,DR Congo (Zaire),2019,1,0,0.394
226,DR Congo (Zaire),2020,1,0,0.3795
227,DR Congo (Zaire),2021,1,0,0.404
228,DR Congo (Zaire),2022,1,0,0.3935
229,DR Congo (Zaire),2023,1,0,0.3735
230,Denmark,2020,1,1,0.743
231,Denmark,2021,1,1,0.743
232,Denmark,2022,1,1,0.732
233,Denmark,2023,1,1,0.6785
234,Djibouti,2017,0,0,0.1155
235,Djibouti,2018,0,0,0.146
236,Djibouti,2019,0,0,0.1525
237,Djibouti,2020,1,0,0.1765
238,Djibouti,2021,0,0,0.2035
239,Djibouti,2022,0,0,0.274
240,Djibouti,2023,0,0,0.2915
241,Dominican Republic,2018,1,1,0.8995
242,Dominican Republic,2019,0,1,0.884
243,Dominican Republic,2020,1,1,0.897
244,Dominican Republic,2021,1,1,0.868
245,Dominican Republic,2022,1,1,0.848
246,Dominican Republic,2023,1,1,0.7835
247,East Timor,2020,0,0,0.489
248,East Timor,2021,0,0,0.469
249,East Timor,2022,0,0,0.4925
250,East Timor,2023,0,1,0.5065
251,Ecuador,2018,1,1,0.844
252,Ecuador,2019,1,1,0.8435
253,Ecuador,2020,1,1,0.902
254,Ecuador,2021,1,1,0.8425
255,Ecuador,2022,1,1,0.796
256,Ecuador,2023,1,1,0.7665
257,Egypt,2017,1,1,0.923
258,Egypt,2018,1,1,0.8625
259,Egypt,2019,1,1,0.8545
260,Egypt,2020,1,1,0.9035
261,Egypt,2021,1,1,0.857
262,Egypt,2022,1,1,0.839
263,Egypt,2023,1,1,0.7625
264,El Salvador,2018,1,1,0.8115
265,El Salvador,2019,1,1,0.815
266,El Salvador,2020,1,1,0.807
267,El Salvador,2021,1,1,0.7995
268,El Salvador,2022,1,1,0.7785
269,El Salvador,2023,1,1,0.7065
270,Equatorial Guinea,2017,0,0,0.067
271,Equatorial Guinea,2018,0,0,0.097
272,Equatorial Guinea,2019,0,0,0.117
273,Equatorial Guinea,2020,0,0,0.179
274,Equatorial Guinea,2021,0,0,0.175
275,Equatorial Guinea,2022,0,0,0.1985
276,Equatorial Guinea,2023,0,0,0.265
277,Eritrea,2017,0,0,0.128
278,Eritrea,2018,0,0,0.1335
279,Eritrea,2019,0,0,0.149
280,Eritrea,2020,0,0,0.152
281,Eritrea,2021,0,0,0.1525
282,Eritrea,2022,0,0,0.15
283,Eritrea,2023,0,0,0.186
284,Estonia,2020,1,1,0.7835
285,Estonia,2021,1,1,0.7915
286,Estonia,2022,1,1,0.762
287,Estonia,2023,1,1,0.6785
288,Ethiopia,2017,1,0,0.458
289,Ethiopia,2018,1,0,0.4165
290,Ethiopia,2019,1,0,0.4025
291,Ethiopia,2020,1,0,0.4025
292,Ethiopia,2021,1,0,0.4365
293,Ethiopia,2022,1,0,0.436
294,Ethiopia,2023,1,0,0.4195
295,Fiji,2021,0,1,0.808
296,Fiji,2022,0,1,0.7785
297,Fiji,2023,0,1,0.747
298,Finland,2020,1,1,0.777
299,Finland,2021,1,1,0.776
300,Finland,2022,1,1,0.7685
301,Finland,2023,1,1,0.708
302,France,2020,1,1,0.774
303,France,2021,1,1,0.7555
304,France,2022,1,1,0.7355
305,France,2023,1,1,0.6845
306,Gabon,2017,0,0,0.1145
307,Gabon,2018,0,0,0.157
308,Gabon,2019,1,0,0.32
309,Gabon,2020,0,0,0.3435
310,Gabon,2021,1,0,0.309
311,Gabon,2022,1,0,0.315
312,Gabon,2023,1,0,0.332
313,Gambia,2017,0,0,0.156
314,Gambia,2018,0,0,0.23
315,Gambia,2019,0,0,0.2535
316,Gambia,2020,0,0,0.268
317,Gambia,2021,0,0,0.3785
318,Gambia,2022,0,0,0.441
319,Gambia,2023,0,0,0.4365
320,Georgia,2018,1,1,0.8575
321,Georgia,2019,1,1,0.847
322,Georgia,2020,1,1,0.857
323,Georgia,2021,1,1,0.806
324,Georgia,2022,1,1,0.797
325,Georgia,2023,1,1,0.765
326,Germany,2020,1,1,0.76
327,Germany,2021,1,1,0.7455
328,Germany,2022,1,1,0.7355
329,Germany,2023,1,1,0.6765
330,Ghana,2017,1,1,0.551
331,Ghana,2018,1,1,0.5055
332,Ghana,2019,1,0,0.4975
333,Ghana,2020,1,1,0.568
334,Ghana,2021,1,1,0.5335
335,Ghana,2022,1,1,0.535
336,Ghana,2023,1,1,0.5095
337,Greece,2018,1,1,0.7555
338,Greece,2019,1,1,0.757
339,Greece,2020,1,1,0.764
340,Greece,2021,1,1,0.759
341,Greece,2022,1,1,0.7575
342,Greece,2023,1,1,0.6905
343,Guatemala,2018,1,1,0.8095
344,Guatemala,2019,1,1,0.827
345,Guatemala,2020,1,1,0.833
346,Guatemala,2021,1,1,0.816
347,Guatemala,2022,1,1,0.7905
348,Guatemala,2023,1,1,0.7015
349,Guinea,2017,0,0,0.2335
350,Guinea,2018,1,0,0.234
351,Guinea,2019,1,0,0.231
352,Guinea,2020,1,0,0.21
353,Guinea,2021,1,0,0.2215
354,Guinea,2022,1,0,0.2745
355,Guinea,2023,1,0,0.2855
356,Guinea-Bissau,2017,0,0,0.119
357,Guinea-Bissau,2018,0,0,0.154
358,Guinea-Bissau,2019,0,0,0.1845
359,Guinea-Bissau,2020,0,0,0.201
360,Guinea-Bissau,2021,0,0,0.215
361,Guinea-Bissau,2022,0,0,0.3035
362,Guinea-Bissau,2023,0,0,0.3235
363,Guyana,2018,1,1,0.582
364,Guyana,2019,1,1,0.604
365,Guyana,2020,1,1,0.542
366,Guyana,2021,1,1,0.526
367,Guyana,2022,1,1,0.5235
368,Guyana,2023,1,1,0.514
369,Haiti,2018,1,0,0.435
370,Haiti,2019,1,0,0.413
371,Haiti,2020,1,0,0.434
372,Haiti,2021,1,0,0.417
373,Haiti,2022,1,0,0.456
374,Haiti,2023,1,0,0.436
375,Honduras,2018,1,1,0.7065
376,Honduras,2019,1,1,0.713
377,Honduras,2020,1,1,0.7065
378,Honduras,2021,1,1,0.7155
379,Honduras,2022,1,1,0.699
380,Honduras,2023,1,1,0.6605
381,Hungary,2020,1,1,0.8245
382,Hungary,2021,1,1,0.796
383,Hungary,2022,1,1,0.7385
384,Hungary,2023,1,1,0.69
385,Iceland,2020,1,1,0.745
386,Iceland,2021,1,1,0.735
387,Iceland,2022,1,1,0.706
388,Iceland,2023,1,1,0.6365
389,India,2017,1,1,0.8935
390,India,2018,1,1,0.844
391,India,2019,1,1,0.845
392,India,2020,1,1,0.8515
393,India,2021,1,1,0.821
394,India,2022,1,1,0.7955
395,India,2023,1,1,0.7015
396,Indonesia,2017,1,1,0.975
397,Indonesia,2018,1,1,0.9515
398,Indonesia,2019,1,1,0.9655
399,Indonesia,2020,1,1,0.95
400,Indonesia,2021,1,1,0.9215
401,Indonesia,2022,1,1,0.904
402,Indonesia,2023,1,1,0.8285
403,Iran,2017,1,1,0.8535
404,Iran,2018,1,1,0.7415
405,Iran,2019,1,1,0.7755
406,Iran,2020,1,1,0.7665
407,Iran,2021,1,1,0.762
408,Iran,2022,1,1,0.7095
409,Iran,2023,1,1,0.6585
410,Iraq,2017,1,1,0.648
411,Iraq,2018,1,1,0.5375
412,Iraq,2019,1,1,0.5695
413,Iraq,2020,1,1,0.619
414,Iraq,2021,1,1,0.6265
415,Iraq,2022,1,1,0.5225
416,Iraq,2023,1,1,0.506
417,Ireland,2020,1,1,0.728
418,Ireland,2021,1,1,0.721
419,Ireland,2022,1,1,0.706
420,Ireland,2023,1,1,0.652
421,Israel,2017,1,1,0.845
422,Israel,2018,1,1,0.802
423,Israel,2019,1,1,0.825
424,Israel,2020,1,1,0.814
425,Israel,2021,1,1,0.8005
426,Israel,2022,1,1,0.7365
427,Israel,2023,1,1,0.652
428,Italy,2020,1,1,0.724
429,Italy,2021,1,1,0.702
430,Italy,2022,1,1,0.7005
431,Italy,2023,1,1,0.6945
432,Ivory Coast,2017,0,0,0.374
433,Ivory Coast,2018,0,0,0.479
434,Ivory Coast,2019,1,0,0.441
435,Ivory Coast,2020,1,0,0.495
436,Ivory Coast,2021,1,0,0.4815
437,Ivory Coast,2022,1,0,0.472
438,Ivory Coast,2023,0,0,0.41
439,Jamaica,2018,0,1,0.8045
440,Jamaica,2019,0,1,0.812
441,Jamaica,2020,0,1,0.8075
442,Jamaica,2021,1,1,0.7995
443,Jamaica,2022,1,1,0.7705
444,Jamaica,2023,1,1,0.708
445,Japan,2018,1,1,0.73
446,Japan,2019,1,1,0.7225
447,Japan,2020,1,1,0.7385
448,Japan,2021,1,1,0.734
449,Japan,2022,1,1,0.7265
450,Japan,2023,1,1,0.703
451,Jordan,2017,1,1,0.821
452,Jordan,2018,1,1,0.821
453,Jordan,2019,1,1,0.804
454,Jordan,2020,1,1,0.8145
455,Jordan,2021,1,1,0.7935
456,Jordan,2022,1,1,0.7515
457,Jordan,2023,1,1,0.6805
458,Kazakhstan,2018,1,1,0.6565
459,Kazakhstan,2019,1,1,0.6635
460,Kazakhstan,2020,1,1,0.761
461,Kazakhstan,2021,1,1,0.707
462,Kazakhstan,2022,1,1,0.637
463,Kazakhstan,2023,1,1,0.6525
464,Kenya,2017,1,1,0.7185
465,Kenya,2018,1,1,0.72
466,Kenya,2019,1,1,0.732
467,Kenya,2020,1,1,0.6815
468,Kenya,2021,1,1,0.6895
469,Kenya,2022,1,1,0.674
470,Kenya,2023,1,1,0.6165
471,Kuwait,2017,0,0,0.3515
472,Kuwait,2018,0,0,0.3705
473,Kuwait,2019,0,0,0.388
474,Kuwait,2020,0,0,0.497
475,Kuwait,2021,0,1,0.511
476,Kuwait,2022,0,0,0.4095
477,Kuwait,2023,0,0,0.45
478,Kyrgyzstan,2018,1,1,0.6765
479,Kyrgyzstan,2019,1,1,0.6645
480,Kyrgyzstan,2020,1,1,0.7275
481,Kyrgyzstan,2021,1,1,0.6715
482,Kyrgyzstan,2022,1,1,0.6325
483,Kyrgyzstan,2023,1,1,0.6095
484,Laos,2017,0,0,0.4435
485,Laos,2018,0,0,0.463
486,Laos,2019,0,1,0.544
487,Laos,2020,0,1,0.6105
488,Laos,2021,0,1,0.563
489,Laos,2022,0,1,0.589
490,Laos,2023,0,0,0.4995
491,Latvia,2020,1,1,0.8125
492,Latvia,2021,1,1,0.8095
493,Latvia,2022,1,1,0.805
494,Latvia,2023,1,1,0.729
495,Lebanon,2017,1,1,0.849
496,Lebanon,2018,1,1,0.852
497,Lebanon,2019,1,1,0.8075
498,Lebanon,2020,1,1,0.8325
499,Lebanon,2021,1,1,0.757
500,Lebanon,2022,1,1,0.7175
501,Lebanon,2023,1,1,0.6785
502,Lesotho,2017,0,0,0.104
503,Lesotho,2018,0,0,0.144
504,Lesotho,2019,0,0,0.2
505,Lesotho,2020,0,0,0.1945
506,Lesotho,2021,0,0,0.2025
507,Lesotho,2022,0,0,0.238
508,Lesotho,2023,0,0,0.2785
509,Liberia,2017,0,0,0.4075
510,Liberia,2018,0,0,0.454
511,Liberia,2019,1,0,0.457
512,Liberia,2020,1,0,0.484
513,Liberia,2021,0,1,0.5035
514,Liberia,2022,0,1,0.51
515,Liberia,2023,1,0,0.4815
516,Libya,2017,1,1,0.843
517,Libya,2018,1,1,0.776
518,Libya,2019,1,1,0.7465
519,Libya,2020,1,1,0.856
520,Libya,2021,1,1,0.7
521,Libya,2022,1,1,0.7035
522,Libya,2023,1,1,0.61
523,Lithuania,2020,1,1,0.809
524,Lithuania,2021,1,1,0.8055
525,Lithuania,2022,1,1,0.794
526,Lithuania,2023,1,1,0.6975
527,Luxembourg,2020,1,1,0.703
528,Luxembourg,2021,1,1,0.704
529,Luxembourg,2022,1,1,0.691
530,Luxembourg,2023,1,1,0.6425
531,Madagascar,2017,0,0,0.443
532,Madagascar,2018,0,0,0.372
533,Madagascar,2019,1,0,0.3405
534,Madagascar,2020,1,0,0.4005
535,Madagascar,2021,1,0,0.3615
536,Madagascar,2022,1,0,0.3
537,Madagascar,2023,1,0,0.307
538,Malawi,2017,0,0,0.212
539,Malawi,2018,0,0,0.225
540,Malawi,2019,1,0,0.266
541,Malawi,2020,1,0,0.313
542,Malawi,2021,1,0,0.3055
543,Malawi,2022,1,0,0.3205
544,Malawi,2023,1,0,0.336
545,Malaysia,2018,1,1,0.636
546,Malaysia,2019,1,1,0.6835
547,Malaysia,2020,1,1,0.733
548,Malaysia,2021,1,1,0.673
549,Malaysia,2022,1,1,0.6895
550,Malaysia,2023,1,1,0.6545
551,Maldives,2020,1,1,0.663
552,Maldives,2021,1,1,0.6615
553,Maldives,2022,1,1,0.657
554,Maldives,2023,1,1,0.6725
555,Mali,2017,0,0,0.1085
556,Mali,2018,1,0,0.155
557,Mali,2019,1,0,0.187
558,Mali,2020,1,0,0.3055
559,Mali,2021,1,0,0.3545
560,Mali,2022,1,0,0.374
561,Mali,2023,1,0,0.356
562,Malta,2020,1,1,0.7005
563,Malta,2021,1,1,0.7075
564,Malta,2022,1,1,0.6755
565,Malta,2023,1,1,0.6095
566,Mauritania,2017,1,0,0.411
567,Mauritania,2018,1,1,0.507
568,Mauritania,2019,1,0,0.495
569,Mauritania,2020,1,0,0.4155
570,Mauritania,2021,1,0,0.4855
571,Mauritania,2022,1,1,0.502
572,Mauritania,2023,1,0,0.463
573,Mauritius,2020,1,1,0.79
574,Mauritius,2021,1,1,0.7855
575,Mauritius,2022,1,1,0.745
576,Mauritius,2023,1,1,0.7125
577,Mexico,2018,1,1,0.8495
578,Mexico,2019,1,1,0.8725
579,Mexico,2020,1,1,0.873
580,Mexico,2021,1,1,0.81
581,Mexico,2022,1,1,0.807
582,Mexico,2023,1,1,0.773
583,Moldova,2018,1,1,0.8615
584,Moldova,2019,1,1,0.8705
585,Moldova,2020,1,1,0.818
586,Moldova,2021,1,1,0.8425
587,Moldova,2022,1,1,0.8205
588,Moldova,2023,1,1,0.7735
589,Mongolia,2018,1,1,0.5925
590,Mongolia,2019,1,1,0.6355
591,Mongolia,2020,1,1,0.655
592,Mongolia,2021,1,1,0.6425
593,Mongolia,2022,1,1,0.639
594,Mongolia,2023,1,1,0.624
595,Montenegro,2018,1,1,0.864
596,Montenegro,2019,1,1,0.876
597,Montenegro,2020,1,1,0.898
598,Montenegro,2021,1,1,0.8525
599,Montenegro,2022,1,1,0.847
600,Montenegro,2023,1,1,0.7665
601,Morocco,2017,1,1,0.743
602,Morocco,2018,1,1,0.687
603,Morocco,2019,1,1,0.675
604,Morocco,2020,1,1,0.696
605,Morocco,2021,1,1,0.712
606,Morocco,2022,1,1,0.7035
607,Morocco,2023,1,1,0.6235
608,Mozambique,2017,0,0,0.159
609,Mozambique,2018,0,0,0.1585
610,Mozambique,2019,0,0,0.163
611,Mozambique,2020,0,0,0.203
612,Mozambique,2021,0,0,0.1985
613,Mozambique,2022,1,0,0.258
614,Mozambique,2023,1,0,0.312
615,Myanmar (Burma),2017,1,1,0.786
616,Myanmar (Burma),2018,1,1,0.7465
617,Myanmar (Burma),2019,1,1,0.741
618,Myanmar (Burma),2020,1,1,0.7215
619,Myanmar (Burma),2021,1,1,0.7255
620,Myanmar (Burma),2022,1,1,0.703
621,Myanmar (Burma),2023,1,1,0.6205
622,Namibia,2017,0,1,0.6975
623,Namibia,2018,1,1,0.7535
624,Namibia,2019,1,1,0.683
625,Namibia,2020,1,1,0.638
626,Namibia,2021,1,1,0.642
627,Namibia,2022,1,1,0.5675
628,Namibia,2023,1,1,0.509
629,Nepal,2017,1,1,0.9065
630,Nepal,2018,1,1,0.88
631,Nepal,2019,1,1,0.8595
632,Nepal,2020,1,1,0.854
633,Nepal,2021,1,1,0.848
634,Nepal,2022,1,1,0.8425
635,Nepal,2023,1,1,0.751
636,Netherlands,2020,1,1,0.746
637,Netherlands,2021,1,1,0.731
638,Netherlands,2022,1,1,0.709
639,Netherlands,2023,1,1,0.6565
640,New Zealand,2021,1,1,0.857
641,New Zealand,2022,1,1,0.8335
642,New Zealand,2023,1,1,0.7205
643,Nicaragua,2018,1,1,0.6865
644,Nicaragua,2019,1,1,0.662
645,Nicaragua,2020,1,1,0.6495
646,Nicaragua,2021,0,1,0.5975
647,Nicaragua,2022,0,1,0.5855
648,Nicaragua,2023,0,1,0.5845
649,Niger,2017,0,0,0.1885
650,Niger,2018,0,0,0.2445
651,Niger,2019,1,0,0.2365
652,Niger,2020,0,0,0.2175
653,Niger,2021,0,0,0.2455
654,Niger,2022,0,0,0.297
655,Niger,2023,1,0,0.285
656,Nigeria,2017,1,1,0.7525
657,Nigeria,2018,1,1,0.7465
658,Nigeria,2019,1,1,0.759
659,Nigeria,2020,1,1,0.7505
660,Nigeria,2021,1,1,0.733
661,Nigeria,2022,1,1,0.7115
662,Nigeria,2023,1,1,0.642
663,North Macedonia,2018,1,1,0.807
664,North Macedonia,2019,1,1,0.781
665,North Macedonia,2020,1,1,0.783
666,North Macedonia,2021,1,1,0.7785
667,North Macedonia,2022,1,1,0.7915
668,North Macedonia,2023,1,1,0.728
669,Norway,2020,1,1,0.6635
670,Norway,2021,1,1,0.628
671,Norway,2022,1,1,0.609
672,Norway,2023,1,1,0.5705
673,Oman,2017,0,0,0.3075
674,Oman,2018,0,0,0.3485
675,Oman,2019,0,0,0.4275
676,Oman,2020,0,0,0.4415
677,Oman,2021,0,0,0.451
678,Oman,2022,0,0,0.3475
679,Oman,2023,0,0,0.3705
680,Pakistan,2017,1,1,0.8965
681,Pakistan,2018,1,1,0.87
682,Pakistan,2019,1,1,0.8725
683,Pakistan,2020,1,1,0.8435
684,Pakistan,2021,1,1,0.8685
685,Pakistan,2022,1,1,0.815
686,Pakistan,2023,1,1,0.73
687,Panama,2018,1,1,0.7205
688,Panama,2019,1,1,0.723
689,Panama,2020,1,1,0.7965
690,Panama,2021,1,1,0.732
691,Panama,2022,1,1,0.667
692,Panama,2023,1,1,0.624
693,Papua New Guinea,2021,1,0,0.3545
694,Papua New Guinea,2022,1,0,0.3775
695,Papua New Guinea,2023,1,0,0.361
696,Paraguay,2018,1,1,0.813
697,Paraguay,2019,1,1,0.8575
698,Paraguay,2020,1,1,0.851
699,Paraguay,2021,1,1,0.879
700,Paraguay,2022,1,1,0.847
701,Paraguay,2023,1,1,0.7525
702,Peru,2018,1,1,0.8425
703,Peru,2019,1,1,0.8935
704,Peru,2020,1,1,0.8895
705,Peru,2021,1,1,0.8515
706,Peru,2022,1,1,0.841
707,Peru,2023,1,1,0.7625
708,Philippines,2017,1,1,0.8985
709,Philippines,2018,1,1,0.8815
710,Philippines,2019,1,1,0.886
711,Philippines,2020,1,1,0.908
712,Philippines,2021,1,1,0.867
713,Philippines,2022,1,1,0.847
714,Philippines,2023,1,1,0.772
715,Poland,2020,1,1,0.794
716,Poland,2021,1,1,0.7845
717,Poland,2022,1,1,0.75
718,Poland,2023,1,1,0.6925
719,Portugal,2020,1,1,0.761
720,Portugal,2021,1,1,0.7405
721,Portugal,2022,1,1,0.7355
722,Portugal,2023,1,1,0.6785
723,Qatar,2017,0,0,0.262
724,Qatar,2018,0,0,0.3205
725,Qatar,2019,0,0,0.3245
726,Qatar,2020,0,0,0.3175
727,Qatar,2021,0,0,0.443
