,country,year,d_ns,preds,preds_proba
222,Luxembourg,2022,0,0,0.0
223,Luxembourg,2023,0,0,0.0
224,France,2017,0,0,0.0
225,France,2018,0,0,0.0
226,France,2019,0,0,0.0
227,France,2020,0,0,0.0
228,France,2021,0,0,0.0
229,France,2022,0,0,0.0
230,France,2023,1,0,0.0
231,Switzerland,2017,0,0,0.0
232,Switzerland,2018,0,0,0.0
233,Switzerland,2019,0,0,0.0
234,Switzerland,2020,0,0,0.0
235,Switzerland,2021,0,0,0.0
236,Switzerland,2022,0,0,0.025
237,Switzerland,2023,0,0,0.025
238,Spain,2017,0,0,0.004933398834479604
239,Spain,2018,0,0,0.0
240,Spain,2019,0,0,0.004933398834479604
241,Spain,2020,0,0,0.004933398834479604
242,Spain,2021,0,0,0.0
243,Spain,2022,0,0,0.0449333988344796
244,Spain,2023,1,0,0.05951156260619177
245,Portugal,2017,0,0,0.004933398834479604
246,Portugal,2018,0,0,0.004933398834479604
247,Portugal,2019,0,0,0.004933398834479604
248,Portugal,2020,0,0,0.004933398834479604
249,Portugal,2021,0,0,0.004933398834479604
250,Portugal,2022,0,0,0.004933398834479604
251,Portugal,2023,0,0,0.019511562606191763
252,Germany,2017,0,0,0.0
253,Germany,2018,0,0,0.0
254,Germany,2019,0,0,0.0
255,Germany,2020,0,0,0.0
256,Germany,2021,0,0,0.0
257,Germany,2022,0,0,0.0
258,Germany,2023,0,0,0.0
259,Poland,2017,0,0,0.0
260,Poland,2018,0,0,0.0
261,Poland,2019,0,0,0.0
262,Poland,2020,0,0,0.0
263,Poland,2021,0,0,0.0
264,Poland,2022,0,0,0.0
265,Poland,2023,0,0,0.0
266,Austria,2017,0,0,0.0
267,Austria,2018,0,0,0.0
268,Austria,2019,0,0,0.0
269,Austria,2020,0,0,0.0
270,Austria,2021,0,0,0.0
271,Austria,2022,0,0,0.025
272,Austria,2023,0,0,0.025
273,Hungary,2017,0,0,0.0
274,Hungary,2018,0,0,0.0
275,Hungary,2019,0,0,0.0
276,Hungary,2020,0,0,0.0
277,Hungary,2021,0,0,0.0
278,Hungary,2022,0,0,0.0
279,Hungary,2023,0,0,0.0
280,Czechia,2017,0,0,0.0
281,Czechia,2018,0,0,0.0
282,Czechia,2019,0,0,0.0
283,Czechia,2020,0,0,0.0
284,Czechia,2021,0,0,0.0
285,Czechia,2022,0,0,0.05390756302521008
286,Czechia,2023,0,0,0.05390756302521008
287,Slovakia,2017,0,0,0.0006024096385542169
288,Slovakia,2018,0,0,0.0006024096385542169
289,Slovakia,2019,0,0,0.0006024096385542169
290,Slovakia,2020,0,0,0.0006024096385542169
291,Slovakia,2021,0,0,0.0006024096385542169
292,Slovakia,2022,0,0,0.0006024096385542169
293,Slovakia,2023,0,0,0.0006024096385542169
294,Italy,2017,0,0,0.0
295,Italy,2018,0,0,0.0
296,Italy,2019,0,0,0.0
297,Italy,2020,0,0,0.0
298,Italy,2021,0,0,0.0
299,Italy,2022,0,0,0.0
300,Italy,2023,0,0,0.0
301,Malta,2017,0,0,0.002269076305220884
302,Malta,2018,0,0,0.002269076305220884
303,Malta,2019,0,0,0.002269076305220884
304,Malta,2020,0,0,0.002269076305220884
305,Malta,2021,0,0,0.002269076305220884
306,Malta,2022,0,0,0.021176639330430968
307,Malta,2023,0,0,0.021176639330430968
308,Albania,2017,0,0,0.0
309,Albania,2018,0,0,0.0
310,Albania,2019,0,0,0.0
311,Albania,2020,0,0,0.0
312,Albania,2021,0,0,0.0
313,Albania,2022,0,0,0.025
314,Albania,2023,0,0,0.025
315,Serbia,2017,0,0,0.0
316,Serbia,2018,0,0,0.0
317,Serbia,2019,0,0,0.0
318,Serbia,2020,0,0,0.0
319,Serbia,2021,0,0,0.0
320,Serbia,2022,0,0,0.0
321,Serbia,2023,0,0,0.0
322,Montenegro,2017,0,0,0.0
323,Montenegro,2018,0,0,0.0
324,Montenegro,2019,0,0,0.0
325,Montenegro,2020,0,0,0.0
326,Montenegro,2021,0,0,0.0
327,Montenegro,2022,0,0,0.0
328,Montenegro,2023,0,0,0.0
329,North Macedonia,2017,0,0,0.0
330,North Macedonia,2018,0,0,0.0
331,North Macedonia,2019,0,0,0.0
332,North Macedonia,2020,0,0,0.0
333,North Macedonia,2021,0,0,0.0
334,North Macedonia,2022,0,0,0.0
335,North Macedonia,2023,0,0,0.0
336,Croatia,2017,0,0,0.0006024096385542169
337,Croatia,2018,0,0,0.0006024096385542169
338,Croatia,2019,0,0,0.0006024096385542169
339,Croatia,2020,0,0,0.0006024096385542169
340,Croatia,2021,0,0,0.0006024096385542169
341,Croatia,2022,0,0,0.0006024096385542169
342,Croatia,2023,0,0,0.0006024096385542169
343,Bosnia-Herzegovina,2017,0,0,0.0
344,Bosnia-Herzegovina,2018,0,0,0.0006024096385542169
345,Bosnia-Herzegovina,2019,0,0,0.0006024096385542169
346,Bosnia-Herzegovina,2020,0,0,0.0006024096385542169
347,Bosnia-Herzegovina,2021,0,0,0.0006024096385542169
348,Bosnia-Herzegovina,2022,0,0,0.054509972663764304
349,Bosnia-Herzegovina,2023,0,0,0.054509972663764304
350,Slovenia,2017,0,0,0.0
351,Slovenia,2018,0,0,0.0
352,Slovenia,2019,0,0,0.0
353,Slovenia,2020,0,0,0.05
354,Slovenia,2021,0,0,0.05
355,Slovenia,2022,0,0,0.0
356,Slovenia,2023,0,0,0.0
357,Greece,2017,0,0,0.004933398834479604
358,Greece,2018,0,0,0.004933398834479604
359,Greece,2019,0,0,0.004933398834479604
360,Greece,2020,0,0,0.004933398834479604
361,Greece,2021,0,0,0.004933398834479604
362,Greece,2022,0,0,0.029933398834479603
363,Greece,2023,0,0,0.04451156260619176
364,Cyprus,2017,0,0,0.0016666666666666666
365,Cyprus,2018,0,0,0.0
366,Cyprus,2019,0,0,0.0016666666666666666
367,Cyprus,2020,0,0,0.0016666666666666666
368,Cyprus,2021,0,0,0.0016666666666666666
369,Cyprus,2022,0,0,0.0016666666666666666
370,Cyprus,2023,0,0,0.0016666666666666666
371,Bulgaria,2017,0,0,0.0
372,Bulgaria,2018,0,0,0.0
373,Bulgaria,2019,0,0,0.0
374,Bulgaria,2020,0,0,0.0
375,Bulgaria,2021,0,0,0.0
376,Bulgaria,2022,0,0,0.05390756302521008
377,Bulgaria,2023,0,0,0.05390756302521008
378,Moldova,2017,0,0,0.0
379,Moldova,2018,0,0,0.0
380,Moldova,2019,0,0,0.0
381,Moldova,2020,0,0,0.0
382,Moldova,2021,0,0,0.0
383,Moldova,2022,0,0,0.0
384,Moldova,2023,0,0,0.0
385,Romania,2017,0,0,0.0
386,Romania,2018,0,0,0.0
387,Romania,2019,0,0,0.0
388,Romania,2020,0,0,0.0
389,Romania,2021,0,0,0.0
390,Romania,2022,0,0,0.0
391,Romania,2023,0,0,0.0
392,Russia (Soviet Union),2017,0,0,0.0002645502645502645
393,Russia (Soviet Union),2018,0,0,0.025264550264550267
394,Russia (Soviet Union),2019,0,0,0.025264550264550267
395,Russia (Soviet Union),2020,0,0,0.025264550264550267
396,Russia (Soviet Union),2021,0,0,0.025264550264550267
397,Russia (Soviet Union),2022,0,0,0.12526455026455027
398,Russia (Soviet Union),2023,0,1,0.705
399,Estonia,2017,0,0,0.0
400,Estonia,2018,0,0,0.0
401,Estonia,2019,0,0,0.0
402,Estonia,2020,0,0,0.0
403,Estonia,2021,0,0,0.0
404,Estonia,2022,0,0,0.0
405,Estonia,2023,0,0,0.0
406,Latvia,2017,0,0,0.0006024096385542169
407,Latvia,2018,0,0,0.0006024096385542169
408,Latvia,2019,0,0,0.0006024096385542169
409,Latvia,2020,0,0,0.0006024096385542169
410,Latvia,2021,0,0,0.0006024096385542169
411,Latvia,2022,0,0,0.054509972663764304
412,Latvia,2023,0,0,0.054509972663764304
413,Lithuania,2017,0,0,0.0006024096385542169
414,Lithuania,2018,0,0,0.0006024096385542169
415,Lithuania,2019,0,0,0.0006024096385542169
416,Lithuania,2020,0,0,0.0006024096385542169
417,Lithuania,2021,0,0,0.0006024096385542169
418,Lithuania,2022,0,0,0.0006024096385542169
419,Lithuania,2023,0,0,0.0006024096385542169
420,Ukraine,2017,0,0,0.35
421,Ukraine,2018,0,0,0.10026455026455025
422,Ukraine,2019,0,0,0.10026455026455025
423,Ukraine,2020,0,0,0.0002645502645502645
424,Ukraine,2021,0,0,0.0002645502645502645
425,Ukraine,2022,0,0,0.10026455026455025
426,Ukraine,2023,0,1,0.58
427,Belarus,2017,0,0,0.0
428,Belarus,2018,0,0,0.0
429,Belarus,2019,0,0,0.0
430,Belarus,2020,0,0,0.0
431,Belarus,2021,0,0,0.0
432,Belarus,2022,0,0,0.0
433,Belarus,2023,0,0,0.0
434,Armenia,2017,0,0,0.005857390063956412
435,Armenia,2018,0,0,0.005857390063956412
436,Armenia,2019,0,0,0.005857390063956412
437,Armenia,2020,0,0,0.005857390063956412
438,Armenia,2021,0,0,0.005857390063956412
439,Armenia,2022,0,0,0.005857390063956412
440,Armenia,2023,0,0,0.005857390063956412
441,Georgia,2017,0,0,0.08727716727716726
442,Georgia,2018,0,0,0.08727716727716726
443,Georgia,2019,0,0,0.08727716727716726
444,Georgia,2020,0,0,0.08727716727716726
445,Georgia,2021,0,0,0.08727716727716726
446,Georgia,2022,0,0,0.08727716727716726
447,Georgia,2023,0,0,0.08727716727716726
448,Azerbaijan,2017,0,0,0.005857390063956412
449,Azerbaijan,2018,0,0,0.005857390063956412
450,Azerbaijan,2019,0,0,0.005857390063956412
451,Azerbaijan,2020,0,0,0.005857390063956412
452,Azerbaijan,2021,0,0,0.005857390063956412
453,Azerbaijan,2022,0,0,0.005857390063956412
454,Azerbaijan,2023,0,0,0.005857390063956412
455,Finland,2017,0,0,0.0
456,Finland,2018,0,0,0.0
457,Finland,2019,0,0,0.0
458,Finland,2020,0,0,0.0
459,Finland,2021,0,0,0.0
460,Finland,2022,0,0,0.0
461,Finland,2023,0,0,0.0
462,Sweden,2017,0,0,0.0
463,Sweden,2018,0,0,0.0
464,Sweden,2019,0,0,0.0
465,Sweden,2020,0,0,0.0
466,Sweden,2021,0,0,0.0
467,Sweden,2022,0,0,0.0
468,Sweden,2023,0,0,0.0
469,Norway,2017,0,0,0.0006024096385542169
470,Norway,2018,0,0,0.0006024096385542169
471,Norway,2019,0,0,0.0006024096385542169
472,Norway,2020,0,0,0.0006024096385542169
473,Norway,2021,0,0,0.0006024096385542169
474,Norway,2022,0,0,0.0006024096385542169
475,Norway,2023,0,0,0.0006024096385542169
476,Denmark,2017,0,0,0.0
477,Denmark,2018,0,0,0.0
478,Denmark,2019,0,0,0.0
479,Denmark,2020,0,0,0.0
480,Denmark,2021,0,0,0.0
481,Denmark,2022,0,0,0.0
482,Denmark,2023,0,0,0.0
483,Iceland,2017,0,0,0.0006024096385542169
484,Iceland,2018,0,0,0.0006024096385542169
485,Iceland,2019,0,0,0.0006024096385542169
486,Iceland,2020,0,0,0.0006024096385542169
487,Iceland,2021,0,0,0.0006024096385542169
488,Iceland,2022,0,0,0.05060240963855421
489,Iceland,2023,0,0,0.05060240963855421
490,Cabo Verde,2017,0,0,0.0
491,Cabo Verde,2018,0,0,0.0
492,Cabo Verde,2019,0,0,0.0
493,Cabo Verde,2020,0,0,0.0
494,Cabo Verde,2021,0,0,0.0
495,Cabo Verde,2022,0,0,0.0
496,Cabo Verde,2023,0,0,0.0
497,Guinea-Bissau,2017,0,0,0.03553322720035686
498,Guinea-Bissau,2018,0,0,0.03553322720035686
499,Guinea-Bissau,2019,0,0,0.03553322720035686
500,Guinea-Bissau,2020,0,0,0.03553322720035686
501,Guinea-Bissau,2021,0,0,0.03553322720035686
502,Guinea-Bissau,2022,0,0,0.03553322720035686
503,Guinea-Bissau,2023,0,0,0.03553322720035686
504,Equatorial Guinea,2017,0,0,0.006578066652575212
505,Equatorial Guinea,2018,0,0,0.006578066652575212
506,Equatorial Guinea,2019,0,0,0.006578066652575212
507,Equatorial Guinea,2020,0,0,0.006578066652575212
508,Equatorial Guinea,2021,0,0,0.006578066652575212
509,Equatorial Guinea,2022,0,0,0.006578066652575212
510,Equatorial Guinea,2023,0,0,0.006578066652575212
511,Gambia,2017,0,0,0.0050486326832000815
512,Gambia,2018,0,0,0.0050486326832000815
513,Gambia,2019,0,0,0.0050486326832000815
514,Gambia,2020,0,0,0.0050486326832000815
515,Gambia,2021,0,0,0.0050486326832000815
516,Gambia,2022,0,0,0.0050486326832000815
517,Gambia,2023,0,0,0.0050486326832000815
518,Mali,2017,1,1,0.7223931623931624
519,Mali,2018,1,1,0.7223931623931624
520,Mali,2019,1,1,0.8557264957264955
521,Mali,2020,1,1,0.7223931623931624
522,Mali,2021,1,1,0.7223931623931624
523,Mali,2022,1,1,0.8557264957264955
524,Mali,2023,1,1,0.8557264957264955
525,Senegal,2017,0,0,0.01105334987487128
526,Senegal,2018,0,0,0.01105334987487128
527,Senegal,2019,0,0,0.01105334987487128
528,Senegal,2020,0,0,0.2647628818969448
529,Senegal,2021,0,0,0.2647628818969448
530,Senegal,2022,0,0,0.01105334987487128
531,Senegal,2023,0,0,0.02563151364658344
532,Benin,2017,0,0,0.06019519974997674
533,Benin,2018,0,0,0.05870821090239309
534,Benin,2019,0,0,0.1587082109023931
535,Benin,2020,0,0,0.05870821090239309
536,Benin,2021,0,0,0.16019519974997673
537,Benin,2022,0,0,0.06788750744228443
538,Benin,2023,0,0,0.06788750744228443
539,Mauritania,2017,0,0,0.0
540,Mauritania,2018,0,0,0.0
541,Mauritania,2019,0,0,0.0
542,Mauritania,2020,0,0,0.0
543,Mauritania,2021,0,0,0.0
544,Mauritania,2022,0,0,0.0
545,Mauritania,2023,0,0,0.075
546,Niger,2017,1,0,0.19254147812971342
547,Niger,2018,1,0,0.19254147812971342
548,Niger,2019,0,1,0.6417722473604827
549,Niger,2020,0,1,0.6417722473604827
550,Niger,2021,1,1,0.6417722473604827
551,Niger,2022,1,1,0.6417722473604827
552,Niger,2023,1,1,0.6417722473604827
553,Ivory Coast,2017,0,1,0.503105568079415
554,Ivory Coast,2018,0,1,0.5184901834640303
555,Ivory Coast,2019,0,1,0.503105568079415
556,Ivory Coast,2020,0,1,0.503105568079415
557,Ivory Coast,2021,0,1,0.5197722347460816
558,Ivory Coast,2022,0,1,0.5351568501306969
559,Ivory Coast,2023,0,1,0.5351568501306969
560,Guinea,2017,0,0,0.16135454292748924
561,Guinea,2018,0,0,0.16135454292748924
562,Guinea,2019,0,0,0.16135454292748924
563,Guinea,2020,1,0,0.16135454292748924
564,Guinea,2021,1,0,0.16135454292748924
565,Guinea,2022,0,0,0.16135454292748924
566,Guinea,2023,0,0,0.16135454292748924
567,Burkina Faso,2017,1,0,0.019656214853297112
568,Burkina Faso,2018,1,0,0.019656214853297112
569,Burkina Faso,2019,1,0,0.019656214853297112
570,Burkina Faso,2020,1,0,0.019656214853297112
571,Burkina Faso,2021,1,0,0.27336574687537063
572,Burkina Faso,2022,1,0,0.019656214853297112
573,Burkina Faso,2023,1,0,0.034234378625009276
574,Liberia,2017,0,0,0.03766481592125069
575,Liberia,2018,0,0,0.03766481592125069
576,Liberia,2019,0,0,0.03766481592125069
577,Liberia,2020,0,0,0.03766481592125069
578,Liberia,2021,0,0,0.03766481592125069
579,Liberia,2022,0,0,0.03766481592125069
580,Liberia,2023,0,0,0.03766481592125069
581,Sierra Leone,2017,0,0,0.06723689586866571
582,Sierra Leone,2018,0,0,0.06723689586866571
583,Sierra Leone,2019,0,0,0.06723689586866571
584,Sierra Leone,2020,0,0,0.06723689586866571
585,Sierra Leone,2021,0,0,0.06723689586866571
586,Sierra Leone,2022,0,0,0.06723689586866571
587,Sierra Leone,2023,0,0,0.06723689586866571
588,Ghana,2017,0,0,0.13393864167377634
589,Ghana,2018,0,0,0.13393864167377634
590,Ghana,2019,0,0,0.13393864167377634
591,Ghana,2020,0,0,0.13393864167377634
592,Ghana,2021,0,0,0.13393864167377634
593,Ghana,2022,1,0,0.13393864167377634
594,Ghana,2023,1,0,0.13393864167377634
595,Togo,2017,0,0,0.02902674548951547
596,Togo,2018,0,0,0.02902674548951547
597,Togo,2019,0,0,0.02902674548951547
598,Togo,2020,0,0,0.02902674548951547
599,Togo,2021,0,0,0.02902674548951547
600,Togo,2022,0,0,0.02902674548951547
601,Togo,2023,0,0,0.02902674548951547
602,Cameroon,2017,1,0,0.20388256820940232
603,Cameroon,2018,1,0,0.20388256820940232
604,Cameroon,2019,1,0,0.20388256820940232
605,Cameroon,2020,1,0,0.20388256820940232
606,Cameroon,2021,1,0,0.20388256820940232
607,Cameroon,2022,1,0,0.24388256820940235
608,Cameroon,2023,1,0,0.24388256820940235
609,Nigeria,2017,1,1,0.9875
610,Nigeria,2018,1,1,0.9875
611,Nigeria,2019,1,1,0.9875
612,Nigeria,2020,1,1,0.9875
613,Nigeria,2021,1,1,0.9875
614,Nigeria,2022,1,1,0.9875
615,Nigeria,2023,1,1,0.9875
616,Gabon,2017,0,0,0.021477827882443585
617,Gabon,2018,0,0,0.021477827882443585
618,Gabon,2019,0,0,0.021477827882443585
619,Gabon,2020,0,0,0.021477827882443585
620,Gabon,2021,0,0,0.021477827882443585
621,Gabon,2022,0,0,0.021477827882443585
622,Gabon,2023,0,0,0.021477827882443585
623,Central African Republic,2017,1,1,0.8256118881118881
624,Central African Republic,2018,1,1,0.8256118881118881
625,Central African Republic,2019,1,1,0.8256118881118881
626,Central African Republic,2020,1,1,0.8256118881118881
627,Central African Republic,2021,0,1,0.8256118881118881
628,Central African Republic,2022,0,1,0.8256118881118881
629,Central African Republic,2023,1,1,0.8256118881118881
630,Chad,2017,1,1,0.8012820512820513
631,Chad,2018,0,1,0.9512820512820512
632,Chad,2019,1,1,0.9512820512820512
633,Chad,2020,1,1,0.8012820512820513
