,country,year,d_civil_conflict,preds,preds_proba
373,Bulgaria,2019,0,0,0.0
374,Bulgaria,2020,0,0,0.0
375,Bulgaria,2021,0,0,0.0
376,Bulgaria,2022,0,0,0.0
377,Bulgaria,2023,0,0,0.0
378,Moldova,2017,0,0,0.0014528644543503385
379,Moldova,2018,0,0,0.008714292146684418
380,Moldova,2019,0,0,0.009319312848287587
381,Moldova,2020,0,0,0.008223714538721966
382,Moldova,2021,0,0,0.011260878794311186
383,Moldova,2022,0,0,0.20458898044336388
384,Moldova,2023,0,0,0.25761031110213883
385,Romania,2017,0,0,0.02882653915343364
386,Romania,2018,0,0,0.014910139390079956
387,Romania,2019,0,0,0.0
388,Romania,2020,0,0,0.0
389,Romania,2021,0,0,0.0003714710252600297
390,Romania,2022,0,0,0.0003714710252600297
391,Romania,2023,0,0,0.0009905894006934125
392,Russia (Soviet Union),2017,1,1,0.5667920613314373
393,Russia (Soviet Union),2018,1,0,0.4735558440238975
394,Russia (Soviet Union),2019,1,0,0.4371466819460877
395,Russia (Soviet Union),2020,1,1,0.5417098874379707
396,Russia (Soviet Union),2021,0,1,0.577708994406617
397,Russia (Soviet Union),2022,0,0,0.33858161402737913
398,Russia (Soviet Union),2023,1,0,0.3591851437319492
399,Estonia,2017,0,0,0.0003714710252600297
400,Estonia,2018,0,0,0.0
401,Estonia,2019,0,0,0.0
402,Estonia,2020,0,0,0.0
403,Estonia,2021,0,0,0.0
404,Estonia,2022,0,0,0.0
405,Estonia,2023,0,0,0.0
406,Latvia,2017,0,0,0.0
407,Latvia,2018,0,0,0.0
408,Latvia,2019,0,0,0.0
409,Latvia,2020,0,0,0.0
410,Latvia,2021,0,0,0.0
411,Latvia,2022,0,0,0.0
412,Latvia,2023,0,0,0.0
413,Lithuania,2017,0,0,0.0
414,Lithuania,2018,0,0,0.0
415,Lithuania,2019,0,0,0.0
416,Lithuania,2020,0,0,0.0
417,Lithuania,2021,0,0,0.0
418,Lithuania,2022,0,0,0.0
419,Lithuania,2023,0,0,0.0
420,Ukraine,2017,1,1,0.7864485357798879
421,Ukraine,2018,1,1,0.7229246442842284
422,Ukraine,2019,1,1,0.5314512373630894
423,Ukraine,2020,1,1,0.5024835977713786
424,Ukraine,2021,1,0,0.479727871988164
425,Ukraine,2022,1,1,0.5013471504556202
426,Ukraine,2023,0,1,0.5619283918744196
427,Belarus,2017,0,0,0.010559157698830804
428,Belarus,2018,0,0,0.0005403214912873159
429,Belarus,2019,0,0,0.00226147057499212
430,Belarus,2020,0,0,0.4493888905915824
431,Belarus,2021,0,0,0.47504044310049015
432,Belarus,2022,0,0,0.4456766776231855
433,Belarus,2023,0,0,0.4723925241012908
434,Armenia,2017,0,0,0.1117650633995359
435,Armenia,2018,0,0,0.05961946465289706
436,Armenia,2019,0,0,0.04656359819807071
437,Armenia,2020,0,0,0.2431953056024378
438,Armenia,2021,0,0,0.2918544349822213
439,Armenia,2022,1,0,0.23463324689179074
440,Armenia,2023,0,0,0.3427134282260583
441,Georgia,2017,0,0,0.022035414643141238
442,Georgia,2018,0,0,0.04105993065874194
443,Georgia,2019,0,0,0.24525841089734107
444,Georgia,2020,0,0,0.04227484996430018
445,Georgia,2021,0,0,0.04867578351976567
446,Georgia,2022,0,0,0.06942305671874766
447,Georgia,2023,0,0,0.04335733195317147
448,Azerbaijan,2017,1,1,0.5854446156452101
449,Azerbaijan,2018,0,1,0.5840941211669296
450,Azerbaijan,2019,0,1,0.5499903060452837
451,Azerbaijan,2020,1,1,0.6049264463454656
452,Azerbaijan,2021,1,1,0.5090732715361246
453,Azerbaijan,2022,1,0,0.45187923971356375
454,Azerbaijan,2023,1,1,0.5287964182094944
455,Finland,2017,0,0,0.0
456,Finland,2018,0,0,0.0
457,Finland,2019,0,0,0.0002971768202080238
458,Finland,2020,0,0,0.0002971768202080238
459,Finland,2021,0,0,0.0002971768202080238
460,Finland,2022,0,0,0.0005943536404160476
461,Finland,2023,0,0,0.0014858841010401188
462,Sweden,2017,0,0,0.0
463,Sweden,2018,0,0,0.0
464,Sweden,2019,0,0,0.0021792966815255077
465,Sweden,2020,0,0,0.0
466,Sweden,2021,0,0,0.0
467,Sweden,2022,0,0,0.0012134720158494304
468,Sweden,2023,0,0,0.0012134720158494304
469,Norway,2017,0,0,0.0
470,Norway,2018,0,0,0.0
471,Norway,2019,0,0,0.0
472,Norway,2020,0,0,0.00033019646689780416
473,Norway,2021,0,0,0.000627373287105828
474,Norway,2022,0,0,0.0018573551263001485
475,Norway,2023,0,0,0.0014858841010401188
476,Denmark,2017,0,0,0.0
477,Denmark,2018,0,0,0.0
478,Denmark,2019,0,0,0.0
479,Denmark,2020,0,0,0.0
480,Denmark,2021,0,0,0.0
481,Denmark,2022,0,0,0.0
482,Denmark,2023,0,0,0.0
483,Iceland,2017,0,0,0.0007429420505200594
484,Iceland,2018,0,0,0.0
485,Iceland,2019,0,0,0.0
486,Iceland,2020,0,0,0.0
487,Iceland,2021,0,0,0.0
488,Iceland,2022,0,0,0.0
489,Iceland,2023,0,0,0.0
490,Cabo Verde,2017,0,0,0.0
491,Cabo Verde,2018,0,0,0.0003714710252600297
492,Cabo Verde,2019,0,0,0.0
493,Cabo Verde,2020,0,0,0.0
494,Cabo Verde,2021,0,0,0.0
495,Cabo Verde,2022,0,0,0.0003714710252600297
496,Cabo Verde,2023,0,0,0.0002971768202080238
497,Guinea-Bissau,2017,0,0,0.0948020899358195
498,Guinea-Bissau,2018,0,0,0.14700427523607318
499,Guinea-Bissau,2019,0,0,0.09477410900144927
500,Guinea-Bissau,2020,0,0,0.028890599247211428
501,Guinea-Bissau,2021,0,0,0.04640796713605033
502,Guinea-Bissau,2022,0,0,0.0441534649929895
503,Guinea-Bissau,2023,0,0,0.043860683645230436
504,Equatorial Guinea,2017,0,0,0.05501360801596799
505,Equatorial Guinea,2018,0,0,0.041867339557663814
506,Equatorial Guinea,2019,0,0,0.057505680084563096
507,Equatorial Guinea,2020,0,0,0.030478607986037402
508,Equatorial Guinea,2021,0,0,0.07319891041375187
509,Equatorial Guinea,2022,0,0,0.08098682994015581
510,Equatorial Guinea,2023,0,0,0.08453762123240327
511,Gambia,2017,0,0,0.004622160900021227
512,Gambia,2018,0,0,0.0021421495789995045
513,Gambia,2019,0,0,0.001968796433878158
514,Gambia,2020,0,0,0.00021226915729144553
515,Gambia,2021,0,0,0.0
516,Gambia,2022,0,0,0.0005448241703813769
517,Gambia,2023,0,0,0.00024764735017335313
518,Mali,2017,1,1,0.7548512367605976
519,Mali,2018,1,1,0.7380860100770948
520,Mali,2019,1,1,0.7967191962734312
521,Mali,2020,1,1,0.8183908958797516
522,Mali,2021,1,1,0.7879801352683964
523,Mali,2022,1,1,0.8000710615123688
524,Mali,2023,1,1,0.7798806196280189
525,Senegal,2017,0,0,0.01386712593993426
526,Senegal,2018,0,0,0.013811110467871241
527,Senegal,2019,0,0,0.012657781379921053
528,Senegal,2020,0,0,0.01528402256485466
529,Senegal,2021,0,0,0.009814553945311746
530,Senegal,2022,0,0,0.008753208158854518
531,Senegal,2023,0,0,0.011956864334278896
532,Benin,2017,0,0,0.06716072436726225
533,Benin,2018,0,0,0.08422716461349447
534,Benin,2019,0,0,0.04911925205387315
535,Benin,2020,0,0,0.04722035435259804
536,Benin,2021,0,0,0.15728008989524592
537,Benin,2022,1,0,0.15653714784472586
538,Benin,2023,1,0,0.15896055405713652
539,Mauritania,2017,0,0,0.08566563039074188
540,Mauritania,2018,0,0,0.08527424779282138
541,Mauritania,2019,0,0,0.07707284254461075
542,Mauritania,2020,0,0,0.11899637427126285
543,Mauritania,2021,0,0,0.09036935493101915
544,Mauritania,2022,0,0,0.11282470212633662
545,Mauritania,2023,0,0,0.10132748215957725
546,Niger,2017,1,0,0.4935911787520042
547,Niger,2018,1,1,0.5858074361614264
548,Niger,2019,1,1,0.5695339374956543
549,Niger,2020,1,1,0.6528791499073817
550,Niger,2021,1,0,0.37543977565581516
551,Niger,2022,1,0,0.36355743643320854
552,Niger,2023,1,1,0.6095139526974594
553,Ivory Coast,2017,0,0,0.12446096292678768
554,Ivory Coast,2018,0,0,0.059438679200937754
555,Ivory Coast,2019,0,0,0.2868937006312858
556,Ivory Coast,2020,0,1,0.6814691639660362
557,Ivory Coast,2021,0,0,0.0954500029974202
558,Ivory Coast,2022,0,0,0.11399495482617589
559,Ivory Coast,2023,0,0,0.13439962445075634
560,Guinea,2017,0,0,0.03364983208965379
561,Guinea,2018,0,0,0.032835680086794494
562,Guinea,2019,0,0,0.04793967383120429
563,Guinea,2020,0,0,0.09732765789600857
564,Guinea,2021,0,0,0.19615795505468617
565,Guinea,2022,0,0,0.13293589149829865
566,Guinea,2023,0,0,0.12806018688262377
567,Burkina Faso,2017,0,0,0.24226331700328751
568,Burkina Faso,2018,1,1,0.5546991891170717
569,Burkina Faso,2019,1,1,0.5679267325823572
570,Burkina Faso,2020,1,1,0.6393462038160929
571,Burkina Faso,2021,1,1,0.7265289690449208
572,Burkina Faso,2022,1,1,0.6858716217742967
573,Burkina Faso,2023,1,1,0.6485928179464582
574,Liberia,2017,0,0,0.1293290620556595
575,Liberia,2018,0,0,0.13004914435077888
576,Liberia,2019,0,0,0.25061222622515356
577,Liberia,2020,0,0,0.26276149350072087
578,Liberia,2021,0,0,0.18624102494830597
579,Liberia,2022,0,0,0.2618953174116622
580,Liberia,2023,0,0,0.259389147669237
581,Sierra Leone,2017,0,0,0.0559950038404719
582,Sierra Leone,2018,0,0,0.0622182258883596
583,Sierra Leone,2019,0,0,0.11211589714561483
584,Sierra Leone,2020,0,0,0.13210693467008475
585,Sierra Leone,2021,0,0,0.13020358789303813
586,Sierra Leone,2022,0,0,0.13486160941584419
587,Sierra Leone,2023,0,0,0.09705695493214068
588,Ghana,2017,0,0,0.0026813454005133056
589,Ghana,2018,0,0,0.007497550328159542
590,Ghana,2019,0,0,0.0
591,Ghana,2020,0,0,0.0003714710252600297
592,Ghana,2021,0,0,0.0
593,Ghana,2022,0,0,0.01643370662687156
594,Ghana,2023,0,0,0.012581664661902402
595,Togo,2017,0,0,0.0848166197348961
596,Togo,2018,0,0,0.12170256687344357
597,Togo,2019,0,0,0.3447110096441447
598,Togo,2020,0,0,0.3096862317144636
599,Togo,2021,0,0,0.18626195086076214
600,Togo,2022,1,0,0.3078855847800871
601,Togo,2023,1,1,0.5145177548223611
602,Cameroon,2017,1,1,0.600593681779767
603,Cameroon,2018,1,1,0.5126490030475701
604,Cameroon,2019,1,0,0.31671890310448997
605,Cameroon,2020,1,0,0.29943458184542876
606,Cameroon,2021,1,0,0.2804583995334367
607,Cameroon,2022,1,0,0.29515862831241735
608,Cameroon,2023,1,0,0.30321029267908906
609,Nigeria,2017,1,1,0.7942023429764885
610,Nigeria,2018,1,1,0.7846490392552798
611,Nigeria,2019,1,1,0.7095415419152421
612,Nigeria,2020,1,1,0.738345450158229
613,Nigeria,2021,1,1,0.6707948564560748
614,Nigeria,2022,1,1,0.6361246438883884
615,Nigeria,2023,1,1,0.708969439838682
616,Gabon,2017,0,0,0.0
617,Gabon,2018,0,0,0.005270010656340523
618,Gabon,2019,0,0,0.005162857614566381
619,Gabon,2020,0,0,0.0032400528314347034
620,Gabon,2021,0,0,0.0023290643647255827
621,Gabon,2022,0,0,0.00156843321776457
622,Gabon,2023,0,0,0.018434557847633627
623,Central African Republic,2017,1,1,0.7325735969495257
624,Central African Republic,2018,1,1,0.7776716184591377
625,Central African Republic,2019,1,1,0.8199696951554308
626,Central African Republic,2020,1,1,0.8219549807959909
627,Central African Republic,2021,1,1,0.7363783690306722
628,Central African Republic,2022,1,1,0.7796076426462757
629,Central African Republic,2023,1,1,0.7372506765151635
630,Chad,2017,1,0,0.37379825061845867
