,country,year,d_terror,preds,preds_proba
316,Ivory Coast,2017,0,1,0.6583301587301585
317,Ivory Coast,2018,0,1,0.6353119047619047
318,Ivory Coast,2019,0,1,0.6445269841269841
319,Ivory Coast,2020,1,1,0.6987849206349205
320,Guinea,2017,0,0,0.33082611832611825
321,Guinea,2018,1,0,0.429822546897547
322,Guinea,2019,0,0,0.49037472943722943
323,Guinea,2020,0,0,0.45248528138528127
324,Burkina Faso,2017,1,1,0.6442340728715729
325,Burkina Faso,2018,1,1,0.7626352994227997
326,Burkina Faso,2019,1,1,0.7327541847041847
327,Burkina Faso,2020,1,1,0.7513734126984126
328,Liberia,2017,0,0,0.13652738095238093
329,Liberia,2018,0,0,0.1875313492063493
330,Liberia,2019,0,0,0.2200744047619048
331,Liberia,2020,0,0,0.2184666666666667
332,Sierra Leone,2017,0,0,0.2307115079365081
333,Sierra Leone,2018,0,0,0.1704954365079365
334,Sierra Leone,2019,0,0,0.1697646825396825
335,Sierra Leone,2020,0,0,0.21172440476190474
336,Ghana,2017,0,0,0.0130988455988456
337,Ghana,2018,1,0,0.018855194805194805
338,Ghana,2019,1,0,0.019663095238095236
339,Ghana,2020,1,0,0.02708138528138528
340,Togo,2017,0,1,0.5251010642135644
341,Togo,2018,0,1,0.5718874214495183
342,Togo,2019,0,1,0.6595132215007214
343,Togo,2020,0,1,0.6545607142857142
344,Cameroon,2017,1,1,0.688381321821453
345,Cameroon,2018,1,1,0.6034933441558444
346,Cameroon,2019,1,1,0.5981409413685732
347,Cameroon,2020,1,1,0.6345287424563747
348,Nigeria,2017,1,1,0.8694672161172164
349,Nigeria,2018,1,1,0.8623269383394389
350,Nigeria,2019,1,1,0.8775489621489622
351,Nigeria,2020,1,1,0.8701334859584855
352,Gabon,2017,0,0,0.13108777056277066
353,Gabon,2018,0,0,0.14336812770562768
354,Gabon,2019,1,0,0.18202341269841263
355,Gabon,2020,0,0,0.16786865079365074
356,Central African Republic,2017,1,1,0.8952422619047616
357,Central African Republic,2018,1,1,0.9005408730158728
358,Central African Republic,2019,1,1,0.9124992063492058
359,Central African Republic,2020,1,1,0.9016876068376067
360,Chad,2017,1,1,0.6437730158730158
361,Chad,2018,1,1,0.6534315656565662
362,Chad,2019,1,1,0.6434813492063495
363,Chad,2020,1,1,0.6461771825396825
364,Congo,2017,0,0,0.4742361832611831
365,Congo,2018,0,0,0.3274051587301586
366,Congo,2019,0,0,0.38945932539682565
367,Congo,2020,0,0,0.4109087121212124
368,DR Congo (Zaire),2017,1,1,0.9338244047619045
369,DR Congo (Zaire),2018,1,1,0.8947761904761903
370,DR Congo (Zaire),2019,1,1,0.8419863095238095
371,DR Congo (Zaire),2020,1,1,0.8805509920634917
372,Uganda,2017,1,1,0.5630067460317459
373,Uganda,2018,1,1,0.6155061868686866
374,Uganda,2019,1,1,0.5698141233766235
375,Uganda,2020,0,1,0.651949939487036
376,Kenya,2017,1,1,0.8901910256410254
377,Kenya,2018,1,1,0.8705870573870573
378,Kenya,2019,1,1,0.8534920177045177
379,Kenya,2020,1,1,0.7794600011100008
380,Tanzania,2017,1,1,0.5951172619047617
381,Tanzania,2018,1,1,0.560168849206349
382,Tanzania,2019,1,0,0.47964662698412674
383,Tanzania,2020,1,1,0.5117110507246373
384,Burundi,2017,1,1,0.7981501984126985
385,Burundi,2018,1,1,0.7746299603174602
386,Burundi,2019,1,1,0.7753978174603171
387,Burundi,2020,1,1,0.71963869047619
388,Rwanda,2017,1,0,0.35012080627705605
389,Rwanda,2018,1,0,0.36576041666666675
390,Rwanda,2019,1,0,0.38545928030303034
391,Rwanda,2020,0,0,0.3873211850649353
392,Somalia,2017,1,1,0.9334577380952377
393,Somalia,2018,1,1,0.9158113095238088
394,Somalia,2019,1,1,0.8883337301587297
395,Somalia,2020,1,1,0.8883940476190472
396,Djibouti,2017,0,0,0.34467480158730185
397,Djibouti,2018,0,0,0.15319278499278488
398,Djibouti,2019,0,0,0.19507876984126976
399,Djibouti,2020,0,0,0.19543452380952375
400,Ethiopia,2017,1,1,0.922989484126984
401,Ethiopia,2018,1,1,0.7181884920634914
402,Ethiopia,2019,1,1,0.7090091269841267
403,Ethiopia,2020,1,1,0.7392428571428572
404,Eritrea,2017,0,0,0.19216605339105347
405,Eritrea,2018,0,0,0.26482777777777805
406,Eritrea,2019,0,0,0.3248974927849928
407,Eritrea,2020,0,0,0.41422115800865783
408,Angola,2017,1,0,0.3378347222222226
409,Angola,2018,0,0,0.22532544351073758
410,Angola,2019,1,0,0.22302504668534087
411,Angola,2020,1,0,0.2615258403361344
412,Mozambique,2017,1,1,0.6924414682539681
413,Mozambique,2018,1,1,0.6587598748473747
414,Mozambique,2019,1,1,0.6186650335775336
415,Mozambique,2020,1,1,0.6621291208791206
416,Zambia,2017,0,0,0.25207396214896205
417,Zambia,2018,0,0,0.20727380952380953
418,Zambia,2019,0,0,0.24280615079365084
419,Zambia,2020,0,0,0.34959558913308936
420,Zimbabwe,2017,0,0,0.325865476190476
421,Zimbabwe,2018,1,0,0.38499345238095206
422,Zimbabwe,2019,0,0,0.45115387806637797
423,Zimbabwe,2020,0,0,0.471892730880231
424,Malawi,2017,0,0,0.08494037972896665
425,Malawi,2018,0,0,0.11239642857142854
426,Malawi,2019,0,0,0.13565714285714284
427,Malawi,2020,0,0,0.09974146825396822
428,South Africa,2017,1,1,0.7181242063492057
429,South Africa,2018,1,1,0.6562388888888885
430,South Africa,2019,1,1,0.5570525252525249
431,South Africa,2020,1,1,0.504860714285714
432,Namibia,2017,0,0,0.09660912698412699
433,Namibia,2018,0,0,0.10900833333333329
434,Namibia,2019,0,0,0.12629938672438676
435,Namibia,2020,0,0,0.11573986291486298
436,Lesotho,2017,0,0,0.3744359126984128
437,Lesotho,2018,0,0,0.22034861111111095
438,Lesotho,2019,0,0,0.3248353354978358
439,Lesotho,2020,0,0,0.26771747835497833
440,Botswana,2017,0,0,0.057098225221847265
441,Botswana,2018,0,0,0.07426568553930758
442,Botswana,2019,0,0,0.09295178571428568
443,Botswana,2020,0,0,0.10121428571428573
444,eSwatini,2017,0,0,0.05871269841269844
445,eSwatini,2018,0,0,0.11122023809523811
446,eSwatini,2019,0,0,0.10792916666666666
447,eSwatini,2020,0,0,0.09357757936507935
448,Madagascar,2017,0,0,0.3944029761904765
449,Madagascar,2018,0,0,0.42533293650793635
450,Madagascar,2019,0,0,0.365819047619048
451,Madagascar,2020,0,0,0.343657918470419
452,Comoros,2017,0,0,0.052909920634920636
453,Comoros,2018,0,0,0.12173253968253964
454,Comoros,2019,0,0,0.151443326118326
455,Comoros,2020,0,0,0.16864603174603165
456,Mauritius,2017,0,0,0.10808630952380952
457,Mauritius,2018,0,0,0.09234880952380957
458,Mauritius,2019,0,0,0.09990535714285714
459,Mauritius,2020,0,0,0.3095111111111111
460,Morocco,2017,0,0,0.15485842352092358
461,Morocco,2018,1,0,0.17503809523809524
462,Morocco,2019,0,0,0.20024801587301597
463,Morocco,2020,0,0,0.2802446428571429
464,Algeria,2017,1,1,0.8582607142857138
465,Algeria,2018,1,1,0.8048761904761901
466,Algeria,2019,0,1,0.7257132936507935
467,Algeria,2020,1,1,0.6792734126984125
468,Tunisia,2017,1,1,0.8303113095238094
469,Tunisia,2018,1,1,0.8084208333333329
470,Tunisia,2019,1,1,0.8318148809523804
471,Tunisia,2020,1,1,0.6658610930735932
472,Libya,2017,1,1,0.81066443001443
473,Libya,2018,1,1,0.7923902236652234
474,Libya,2019,1,1,0.7803029220779216
475,Libya,2020,1,1,0.7947476911976907
476,Sudan,2017,1,1,0.914533333333333
477,Sudan,2018,1,1,0.8846595238095235
478,Sudan,2019,1,1,0.7796796859573171
479,Sudan,2020,1,1,0.7538339247740564
480,South Sudan,2017,1,1,0.9161708333333334
481,South Sudan,2018,1,1,0.9224892857142859
482,South Sudan,2019,1,1,0.9332599511599511
483,South Sudan,2020,1,1,0.9099549136321196
484,Iran,2017,1,1,0.8847146825396826
485,Iran,2018,1,1,0.8846303571428569
486,Iran,2019,1,1,0.8789067460317455
487,Iran,2020,1,1,0.822147420634921
488,Turkey,2017,1,1,0.8269898268398267
489,Turkey,2018,1,1,0.8022898809523811
490,Turkey,2019,1,1,0.7711565412186384
491,Turkey,2020,1,1,0.7345991999487969
492,Iraq,2017,1,1,0.9544081349206348
493,Iraq,2018,1,1,0.9507970238095237
494,Iraq,2019,1,1,0.9297378968253969
495,Iraq,2020,1,1,0.9147287698412702
496,Egypt,2017,1,1,0.8235246031746037
497,Egypt,2018,1,1,0.7478775793650796
498,Egypt,2019,1,1,0.6889623196248196
499,Egypt,2020,1,1,0.6602662634408605
500,Syria,2017,1,1,0.9062557178932178
501,Syria,2018,1,1,0.8968541486291484
502,Syria,2019,1,1,0.8886662337662334
503,Syria,2020,1,1,0.8794416305916303
504,Lebanon,2017,1,1,0.940557142857143
505,Lebanon,2018,1,1,0.8998880952380952
506,Lebanon,2019,1,1,0.8618670634920631
507,Lebanon,2020,1,1,0.8169531746031745
508,Jordan,2017,1,1,0.6819450396825394
509,Jordan,2018,1,1,0.645804761904762
510,Jordan,2019,1,1,0.5827741341991347
511,Jordan,2020,0,1,0.5845037698412695
512,Israel,2017,1,1,0.9076499999999997
513,Israel,2018,1,1,0.8424938492063485
514,Israel,2019,1,1,0.8765369588744586
515,Israel,2020,1,1,0.822164141414141
516,Saudi Arabia,2017,1,1,0.7927391504329001
517,Saudi Arabia,2018,1,1,0.7291633928571427
518,Saudi Arabia,2019,1,1,0.7095169642857145
519,Saudi Arabia,2020,0,1,0.689928075396825
520,Yemen (North Yemen),2017,1,1,0.9253444444444447
521,Yemen (North Yemen),2018,1,1,0.9155730158730163
522,Yemen (North Yemen),2019,1,1,0.9380226190476194
523,Yemen (North Yemen),2020,1,1,0.9152119047619051
524,Kuwait,2017,0,1,0.5351118506493505
525,Kuwait,2018,0,0,0.46887182539682487
526,Kuwait,2019,0,0,0.42949027777777754
527,Kuwait,2020,0,0,0.3701254329004331
528,Bahrain,2017,1,1,0.8352598665223664
529,Bahrain,2018,0,1,0.8004511904761901
530,Bahrain,2019,0,1,0.650382539682539
531,Bahrain,2020,0,1,0.5683586760461762
532,Qatar,2017,0,0,0.053627579365079406
533,Qatar,2018,0,0,0.06294289321789323
534,Qatar,2019,0,0,0.06212027417027419
535,Qatar,2020,0,0,0.08234745670995669
536,United Arab Emirates,2017,0,0,0.21721378066378041
537,United Arab Emirates,2018,0,0,0.20818560606060582
538,United Arab Emirates,2019,0,0,0.1917530663780662
539,United Arab Emirates,2020,0,0,0.20443461399711402
540,Oman,2017,0,0,0.042798015873015884
541,Oman,2018,0,0,0.07759801587301586
542,Oman,2019,0,0,0.08078075396825393
543,Oman,2020,0,0,0.12585436507936515
544,Afghanistan,2017,1,1,0.9100307539682537
545,Afghanistan,2018,1,1,0.8492609126984129
546,Afghanistan,2019,1,1,0.8481914682539684
547,Afghanistan,2020,1,1,0.8392263888888892
548,Turkmenistan,2017,0,0,0.1389178571428571
549,Turkmenistan,2018,0,0,0.14694940476190477
550,Turkmenistan,2019,0,0,0.14820238095238092
551,Turkmenistan,2020,0,0,0.12317083333333338
552,Tajikistan,2017,1,1,0.6292152597402596
553,Tajikistan,2018,1,1,0.6724473124098117
554,Tajikistan,2019,1,1,0.5629829004329
555,Tajikistan,2020,0,1,0.6129213203463204
556,Kyrgyzstan,2017,1,1,0.5599074494949499
557,Kyrgyzstan,2018,0,0,0.4786253427128427
558,Kyrgyzstan,2019,0,0,0.4372567460317463
559,Kyrgyzstan,2020,0,0,0.4474252823263695
560,Uzbekistan,2017,0,0,0.33193849206349185
561,Uzbekistan,2018,0,0,0.38459246031746
562,Uzbekistan,2019,0,0,0.33100297619047614
563,Uzbekistan,2020,0,0,0.3314767857142856
564,Kazakhstan,2017,0,0,0.3882709054834054
565,Kazakhstan,2018,0,0,0.3552615079365081
566,Kazakhstan,2019,0,0,0.4947876984126983
567,Kazakhstan,2020,0,0,0.4872966269841269
568,China,2017,1,1,0.7714349206349214
569,China,2018,1,1,0.7778658730158733
570,China,2019,0,1,0.7494019841269849
571,China,2020,0,1,0.7106609890109891
572,Mongolia,2017,0,0,0.033996825396825386
573,Mongolia,2018,0,0,0.029818253968253966
574,Mongolia,2019,0,0,0.029407738095238094
575,Mongolia,2020,0,0,0.12095952380952375
576,South Korea,2017,0,0,0.23739896214896228
577,South Korea,2018,0,0,0.2122416208791209
578,South Korea,2019,0,0,0.23745810717060717
579,South Korea,2020,0,0,0.2802485833610833
580,Japan,2017,0,0,0.24756805555555553
581,Japan,2018,0,0,0.2082964285714286
582,Japan,2019,0,0,0.2532799603174605
583,Japan,2020,0,0,0.2609375
584,India,2017,1,1,0.8436630952380949
585,India,2018,1,1,0.9009081349206345
586,India,2019,1,1,0.8010714285714279
587,India,2020,1,1,0.7860662698412696
588,Bhutan,2017,0,0,0.09237619047619046
589,Bhutan,2018,0,0,0.18602162698412683
