,country,year,d_terror,preds,preds_proba
68,Guyana,2017,0,0,0.05301755046149666
69,Guyana,2018,0,0,0.05231911835050851
70,Guyana,2019,0,0,0.05225929526377958
71,Guyana,2020,0,0,0.05354322558358435
72,Suriname,2017,0,0,0.005148483803192322
73,Suriname,2018,0,0,0.006067766314403086
74,Suriname,2019,0,0,0.02127144902929656
75,Suriname,2020,0,0,0.012281731721193605
76,Ecuador,2017,0,0,0.4981690367723072
77,Ecuador,2018,1,1,0.5420034243431762
78,Ecuador,2019,1,1,0.6190697954994974
79,Ecuador,2020,0,1,0.6265760386335432
80,Peru,2017,1,1,0.8674784157341533
81,Peru,2018,1,1,0.8736536318981588
82,Peru,2019,0,1,0.875401443130275
83,Peru,2020,0,1,0.8719794266813526
84,Brazil,2017,0,1,0.6868427945043611
85,Brazil,2018,1,1,0.6687832929695234
86,Brazil,2019,1,1,0.6450156729462984
87,Brazil,2020,1,1,0.6496017644830625
88,Bolivia,2017,0,0,0.07954880943670185
89,Bolivia,2018,1,0,0.10321310104942397
90,Bolivia,2019,0,0,0.13118498218274005
91,Bolivia,2020,0,0,0.26257964133524647
92,Paraguay,2017,1,1,0.7610188130255399
93,Paraguay,2018,1,1,0.6963285008464387
94,Paraguay,2019,0,1,0.6759394056367155
95,Paraguay,2020,0,1,0.6900092844375361
96,Chile,2017,0,0,0.49070445295663623
97,Chile,2018,0,0,0.48143355693686124
98,Chile,2019,0,1,0.6505541535798794
99,Chile,2020,1,1,0.6379714074769542
100,Argentina,2017,0,0,0.10591095501409409
101,Argentina,2018,0,0,0.15491015212988296
102,Argentina,2019,0,0,0.16538731323484682
103,Argentina,2020,0,0,0.1740736966073288
104,Uruguay,2017,0,0,0.32270261797049565
105,Uruguay,2018,0,0,0.3014538219234933
106,Uruguay,2019,0,0,0.2789265634321095
107,Uruguay,2020,0,0,0.2700803822092466
108,United Kingdom,2017,1,1,0.8733030385160429
109,United Kingdom,2018,1,1,0.8458067754368198
110,United Kingdom,2019,1,1,0.811645562957222
111,United Kingdom,2020,1,1,0.6771146018903865
112,Ireland,2017,0,0,0.1690340560496332
113,Ireland,2018,0,0,0.159334498009268
114,Ireland,2019,0,0,0.16165519176493934
115,Ireland,2020,0,0,0.15551292347020465
116,Netherlands,2017,0,0,0.07978917196405994
117,Netherlands,2018,1,0,0.19702097354563722
118,Netherlands,2019,1,0,0.19029827919962455
119,Netherlands,2020,0,0,0.17759592176632547
120,Belgium,2017,1,0,0.4628192727472887
121,Belgium,2018,1,0,0.43333212312560965
122,Belgium,2019,0,0,0.41951680292015486
123,Belgium,2020,0,0,0.38396186209615535
124,Luxembourg,2017,0,0,0.010598263221581607
125,Luxembourg,2018,0,0,0.009926329276105062
126,Luxembourg,2019,0,0,0.008127268844757635
127,Luxembourg,2020,0,0,0.010503950459107405
128,France,2017,1,1,0.7507607841029097
129,France,2018,1,1,0.7117551932811758
130,France,2019,1,1,0.5773516956826108
131,France,2020,1,1,0.5711782154508347
132,Switzerland,2017,0,0,0.043315005871059686
133,Switzerland,2018,0,0,0.05585352614500597
134,Switzerland,2019,0,0,0.13509780453726644
135,Switzerland,2020,1,0,0.19854654812053912
136,Spain,2017,1,0,0.07489801429263322
137,Spain,2018,0,0,0.13891179075035584
138,Spain,2019,0,0,0.19792944972317172
139,Spain,2020,0,0,0.20012889452351335
140,Portugal,2017,0,0,0.09927665259503839
141,Portugal,2018,0,0,0.10678362494506011
142,Portugal,2019,0,0,0.10536857761073026
143,Portugal,2020,0,0,0.12391509337697697
144,Germany,2017,1,1,0.5697082800109703
145,Germany,2018,0,1,0.5343487317366237
146,Germany,2019,1,1,0.5193508795638837
147,Germany,2020,1,1,0.5035458375705006
148,Poland,2017,0,0,0.1829802559174756
149,Poland,2018,0,0,0.24130185459781864
150,Poland,2019,0,0,0.28947158486462093
151,Poland,2020,0,0,0.3032176619066621
152,Austria,2017,1,0,0.05244158308059656
153,Austria,2018,1,0,0.07189505935021633
154,Austria,2019,0,0,0.12718542792533827
155,Austria,2020,1,0,0.1632063452242823
156,Hungary,2017,0,0,0.05943151019384206
157,Hungary,2018,0,0,0.06045697949285395
158,Hungary,2019,0,0,0.0477680714900446
159,Hungary,2020,0,0,0.044897897319421995
160,Czechia,2017,0,0,0.3003365642827528
161,Czechia,2018,0,0,0.30119427657544273
162,Czechia,2019,0,0,0.3297257301741611
163,Czechia,2020,0,0,0.3246853843714834
164,Slovakia,2017,0,0,0.026345679731329952
165,Slovakia,2018,0,0,0.08153736149251847
166,Slovakia,2019,0,0,0.12962629298952183
167,Slovakia,2020,0,0,0.14174854293688383
168,Italy,2017,0,0,0.4369422143406581
169,Italy,2018,0,0,0.42623501421641763
170,Italy,2019,0,0,0.427970660234575
171,Italy,2020,0,0,0.4200864691889489
172,Malta,2017,1,0,0.13172607039198977
173,Malta,2018,0,0,0.15137817961808997
174,Malta,2019,0,0,0.3024821006099033
175,Malta,2020,0,0,0.30395037075530323
176,Albania,2017,0,0,0.13692003247199758
177,Albania,2018,0,0,0.14122105970760676
178,Albania,2019,0,0,0.13537627295474827
179,Albania,2020,0,0,0.14357203334781815
180,Serbia,2017,0,0,0.07291816180829637
181,Serbia,2018,0,0,0.05426174224380503
182,Serbia,2019,0,0,0.056936665725903404
183,Serbia,2020,0,0,0.08748158169682843
184,Montenegro,2017,0,0,0.06178150903289392
185,Montenegro,2018,1,0,0.043251419731240366
186,Montenegro,2019,0,0,0.05209546557080191
187,Montenegro,2020,0,0,0.057289785451220446
188,North Macedonia,2017,0,0,0.09499548192609328
189,North Macedonia,2018,0,0,0.09808716104916256
190,North Macedonia,2019,0,0,0.10589617316310744
191,North Macedonia,2020,0,0,0.10930995917779031
192,Croatia,2017,0,0,0.045494216794665226
193,Croatia,2018,0,0,0.06105314466301015
194,Croatia,2019,0,0,0.11683345304421552
195,Croatia,2020,1,0,0.11012446447424043
196,Bosnia-Herzegovina,2017,0,0,0.2542574117462009
197,Bosnia-Herzegovina,2018,0,0,0.2676344159079586
198,Bosnia-Herzegovina,2019,0,0,0.24806683351526398
199,Bosnia-Herzegovina,2020,0,0,0.25838684484424396
200,Slovenia,2017,0,0,0.05712105034974988
201,Slovenia,2018,0,0,0.05604339357702585
202,Slovenia,2019,0,0,0.0586229366049994
203,Slovenia,2020,0,0,0.059135428597312016
204,Greece,2017,0,0,0.42521160578335476
205,Greece,2018,0,0,0.4268438126397768
206,Greece,2019,0,0,0.4192232443689843
207,Greece,2020,0,0,0.41935634992809884
208,Cyprus,2017,0,0,0.0847557649127157
209,Cyprus,2018,0,0,0.08870764760899304
210,Cyprus,2019,0,0,0.10557786384019584
211,Cyprus,2020,0,0,0.11316267871464405
212,Bulgaria,2017,0,0,0.16928104567843402
213,Bulgaria,2018,0,0,0.18982576503481258
214,Bulgaria,2019,0,0,0.19425626229042203
215,Bulgaria,2020,0,0,0.1962714170410028
216,Moldova,2017,0,0,0.11176148589825731
217,Moldova,2018,0,0,0.15430466021273198
218,Moldova,2019,0,0,0.1748237524807031
219,Moldova,2020,0,0,0.1908795439737144
220,Romania,2017,0,0,0.054363283701848716
221,Romania,2018,0,0,0.08572089967829886
222,Romania,2019,0,0,0.09004330373164464
223,Romania,2020,0,0,0.09828526605432446
224,Russia (Soviet Union),2017,1,1,0.9231940880714287
225,Russia (Soviet Union),2018,1,1,0.8309018963746919
226,Russia (Soviet Union),2019,1,1,0.8247884084674822
227,Russia (Soviet Union),2020,1,1,0.8021821731482428
228,Estonia,2017,0,0,0.05946598369244122
229,Estonia,2018,0,0,0.07090002585122616
230,Estonia,2019,0,0,0.10893996050551061
231,Estonia,2020,0,0,0.12816163071372785
232,Latvia,2017,0,0,0.0770918033137765
233,Latvia,2018,0,0,0.09726356976356991
234,Latvia,2019,0,0,0.11325605261703933
235,Latvia,2020,0,0,0.12758955668148508
236,Lithuania,2017,0,0,0.070649348160559
237,Lithuania,2018,0,0,0.0915298926285474
238,Lithuania,2019,0,0,0.08585048484151624
239,Lithuania,2020,0,0,0.077290708792951
240,Ukraine,2017,1,1,0.7450692228870806
241,Ukraine,2018,1,1,0.7094398423025431
242,Ukraine,2019,1,1,0.6979707110352057
243,Ukraine,2020,0,1,0.6669972358161486
244,Belarus,2017,0,0,0.11264353498724392
245,Belarus,2018,0,0,0.21169764853687276
246,Belarus,2019,0,0,0.2608647009662572
247,Belarus,2020,0,0,0.27664538625300944
248,Armenia,2017,0,0,0.32726071387506334
249,Armenia,2018,0,0,0.3208993821325655
250,Armenia,2019,0,0,0.27028185815181316
251,Armenia,2020,0,0,0.25916676995152316
252,Georgia,2017,0,1,0.503189095408826
253,Georgia,2018,1,1,0.5009262585944199
254,Georgia,2019,0,0,0.4495617187993867
255,Georgia,2020,0,0,0.4382993791870077
256,Azerbaijan,2017,0,1,0.5165978064111807
257,Azerbaijan,2018,0,1,0.537130552190563
258,Azerbaijan,2019,0,1,0.5418141147665021
259,Azerbaijan,2020,0,1,0.5526402268706408
260,Finland,2017,1,0,0.017660671416276797
261,Finland,2018,0,0,0.030150906641938025
262,Finland,2019,0,0,0.031080627145649558
263,Finland,2020,0,0,0.040607858758082975
264,Sweden,2017,1,0,0.21372066025653455
265,Sweden,2018,0,0,0.17889240679599425
266,Sweden,2019,0,0,0.17189439982040877
267,Sweden,2020,0,0,0.14830781699615775
268,Norway,2017,0,0,0.0560799613938628
269,Norway,2018,0,0,0.05870866303601736
270,Norway,2019,1,0,0.05980133220043541
271,Norway,2020,0,0,0.051684060832042945
272,Denmark,2017,0,0,0.18660565642628393
273,Denmark,2018,0,0,0.1846029904325866
274,Denmark,2019,0,0,0.17062868621164573
275,Denmark,2020,0,0,0.16187714378297322
276,Iceland,2017,0,0,0.003931628909207384
277,Iceland,2018,0,0,0.014254557102090731
278,Iceland,2019,0,0,0.014039592694301212
279,Iceland,2020,0,0,0.016246511336197433
280,Cabo Verde,2017,0,0,0.004812442166702256
281,Cabo Verde,2018,0,0,0.004646949960851306
282,Cabo Verde,2019,0,0,0.009159014876503665
283,Cabo Verde,2020,0,0,0.029330444095018088
284,Guinea-Bissau,2017,0,0,0.0911765153132867
285,Guinea-Bissau,2018,0,0,0.18528036736556913
286,Guinea-Bissau,2019,0,0,0.10654694707385298
287,Guinea-Bissau,2020,0,0,0.12450788374555206
288,Equatorial Guinea,2017,0,0,0.0466632955982732
289,Equatorial Guinea,2018,0,0,0.04919547194210876
290,Equatorial Guinea,2019,0,0,0.05515270603835629
291,Equatorial Guinea,2020,0,0,0.06460067710067711
292,Gambia,2017,0,0,0.09792525486471677
293,Gambia,2018,0,0,0.09267471566798925
294,Gambia,2019,0,0,0.18799117110304273
295,Gambia,2020,0,0,0.21762316093682624
296,Mali,2017,1,1,0.924349226566979
297,Mali,2018,1,1,0.9107705087637824
298,Mali,2019,1,1,0.8901288435032828
299,Mali,2020,1,1,0.8761473889837119
300,Senegal,2017,0,0,0.39574211040578755
301,Senegal,2018,1,0,0.40411398267900517
302,Senegal,2019,0,0,0.39325469000356883
303,Senegal,2020,0,0,0.3968327935144079
304,Benin,2017,0,0,0.027071630412437583
305,Benin,2018,0,0,0.03489412182237294
306,Benin,2019,1,0,0.04193137455469294
307,Benin,2020,1,0,0.042421067970395326
308,Mauritania,2017,0,0,0.17824889111884626
309,Mauritania,2018,0,0,0.2075972756690245
310,Mauritania,2019,0,0,0.2604318576291671
311,Mauritania,2020,0,0,0.3163731634583653
312,Niger,2017,1,1,0.933866576871061
313,Niger,2018,1,1,0.9063548733279672
314,Niger,2019,1,1,0.9045026270514268
315,Niger,2020,1,1,0.9009857876377261
316,Ivory Coast,2017,0,0,0.49251961458753113
317,Ivory Coast,2018,0,0,0.42173941483476485
318,Ivory Coast,2019,0,0,0.4187104059761596
319,Ivory Coast,2020,1,0,0.40335380731297615
320,Guinea,2017,0,0,0.22280249894599669
321,Guinea,2018,1,0,0.21566719030844594
322,Guinea,2019,0,0,0.22433692864186133
323,Guinea,2020,0,0,0.2686684864711768
324,Burkina Faso,2017,1,1,0.7684181687769128
325,Burkina Faso,2018,1,1,0.7421644175455835
326,Burkina Faso,2019,1,1,0.7420340869892438
327,Burkina Faso,2020,1,1,0.7445722911866407
328,Liberia,2017,0,0,0.19536464951145133
329,Liberia,2018,0,0,0.2530708765574234
330,Liberia,2019,0,0,0.2370862309091008
331,Liberia,2020,0,0,0.25391222006692854
332,Sierra Leone,2017,0,0,0.33167561636171466
333,Sierra Leone,2018,0,0,0.2973171198507519
334,Sierra Leone,2019,0,0,0.29963760205912654
335,Sierra Leone,2020,0,0,0.2866094916543346
336,Ghana,2017,0,0,0.11745269553565524
337,Ghana,2018,1,0,0.14963665880706228
338,Ghana,2019,1,0,0.15700570729718696
339,Ghana,2020,1,0,0.16931512433754578
340,Togo,2017,0,0,0.08401897305484753
341,Togo,2018,0,0,0.10645601284614743
342,Togo,2019,0,0,0.12104197496574187
343,Togo,2020,0,0,0.13025149489275062
344,Cameroon,2017,1,1,0.7938338633411801
345,Cameroon,2018,1,1,0.7804138603247645
346,Cameroon,2019,1,1,0.7485917399936756
347,Cameroon,2020,1,1,0.7312598964510695
348,Nigeria,2017,1,1,0.9646922484590645
349,Nigeria,2018,1,1,0.9556226608468762
350,Nigeria,2019,1,1,0.9510159272715326
351,Nigeria,2020,1,1,0.9308225456655949
352,Gabon,2017,0,0,0.014049893803257031
353,Gabon,2018,0,0,0.017249150948702517
354,Gabon,2019,1,0,0.017814805289086483
355,Gabon,2020,0,0,0.03297197746419588
356,Central African Republic,2017,1,1,0.87730288893966
357,Central African Republic,2018,1,1,0.8607107441636589
358,Central African Republic,2019,1,1,0.8418155088558674
359,Central African Republic,2020,1,1,0.8285298657495966
360,Chad,2017,1,1,0.8206058465699722
361,Chad,2018,1,1,0.7594077720983551
362,Chad,2019,1,1,0.7579580210521917
363,Chad,2020,1,1,0.7867649013257041
364,Congo,2017,0,0,0.4671255426188166
365,Congo,2018,0,0,0.45225862080122214
366,Congo,2019,0,0,0.38761555335546394
367,Congo,2020,0,0,0.44480995435739384
368,DR Congo (Zaire),2017,1,1,0.9951949993205598
369,DR Congo (Zaire),2018,1,1,0.9953961136023916
370,DR Congo (Zaire),2019,1,1,0.995652359598548
371,DR Congo (Zaire),2020,1,1,0.9952246258972713
372,Uganda,2017,1,1,0.8580014255799011
373,Uganda,2018,1,1,0.846627381089265
374,Uganda,2019,1,1,0.8428558412190706
375,Uganda,2020,0,1,0.8343056495074437
376,Kenya,2017,1,1,0.9516062537362987
377,Kenya,2018,1,1,0.9431886374711489
378,Kenya,2019,1,1,0.9407332378632828
379,Kenya,2020,1,1,0.9316196733012877
380,Tanzania,2017,1,1,0.8918313830282969
381,Tanzania,2018,1,1,0.8911299743224037
382,Tanzania,2019,1,1,0.8899619196565912
383,Tanzania,2020,1,1,0.8829305877597885
384,Burundi,2017,1,1,0.9265595092500917
385,Burundi,2018,1,1,0.8990206355677204
386,Burundi,2019,1,1,0.8733843884068098
387,Burundi,2020,1,1,0.8536601116870174
388,Rwanda,2017,1,0,0.4808133709544953
389,Rwanda,2018,1,1,0.5141410099323587
390,Rwanda,2019,1,1,0.5240388546943551
391,Rwanda,2020,0,1,0.5192268443330174
392,Somalia,2017,1,1,0.7506244552657106
393,Somalia,2018,1,1,0.736812064368118
394,Somalia,2019,1,1,0.7271082455163169
395,Somalia,2020,1,1,0.7126702719303613
396,Djibouti,2017,0,0,0.10654441970585475
397,Djibouti,2018,0,0,0.09235748307497195
398,Djibouti,2019,0,0,0.0735586361819547
399,Djibouti,2020,0,0,0.07134377082807584
400,Ethiopia,2017,1,1,0.9297674883661433
401,Ethiopia,2018,1,1,0.9145082533311234
402,Ethiopia,2019,1,1,0.9075276778527901
403,Ethiopia,2020,1,1,0.6477573223985781
404,Eritrea,2017,0,0,0.24955622442565198
405,Eritrea,2018,0,0,0.27320167961819236
406,Eritrea,2019,0,0,0.27499318158906655
407,Eritrea,2020,0,0,0.23275867717967416
408,Angola,2017,1,0,0.17255962171419828
409,Angola,2018,0,0,0.20094743967600726
410,Angola,2019,1,0,0.24112373323795103
411,Angola,2020,1,0,0.26382258396370745
412,Mozambique,2017,1,1,0.7889159793868322
413,Mozambique,2018,1,1,0.6781609546407755
414,Mozambique,2019,1,1,0.6611203594611667
415,Mozambique,2020,1,1,0.6489988984607818
416,Zambia,2017,0,0,0.245023364776728
417,Zambia,2018,0,0,0.31884820958811966
418,Zambia,2019,0,0,0.30700902485655834
419,Zambia,2020,0,0,0.2947570018422035
420,Zimbabwe,2017,0,0,0.2029685511299861
421,Zimbabwe,2018,1,0,0.20458947878230388
422,Zimbabwe,2019,0,0,0.21030868234904107
423,Zimbabwe,2020,0,0,0.21483733755034204
424,Malawi,2017,0,0,0.19063155329971482
425,Malawi,2018,0,0,0.18621163589773468
426,Malawi,2019,0,0,0.18947972306716696
427,Malawi,2020,0,0,0.20420643631405955
428,South Africa,2017,1,1,0.9270354732462351
429,South Africa,2018,1,1,0.9222927894228341
430,South Africa,2019,1,1,0.9268768102848819
431,South Africa,2020,1,1,0.9006957491935071
432,Namibia,2017,0,0,0.16544204425370343
433,Namibia,2018,0,0,0.18289231446182116
434,Namibia,2019,0,0,0.16940925790701572
435,Namibia,2020,0,0,0.16737815249026014
436,Lesotho,2017,0,0,0.13303385329170092
437,Lesotho,2018,0,0,0.11820591590770968
438,Lesotho,2019,0,0,0.10567441153764028
439,Lesotho,2020,0,0,0.1025451852581898
440,Botswana,2017,0,0,0.005142358886753506
441,Botswana,2018,0,0,0.006472702683465015
442,Botswana,2019,0,0,0.013261927409909472
443,Botswana,2020,0,0,0.021783045056587656
444,eSwatini,2017,0,0,0.018289065194894788
445,eSwatini,2018,0,0,0.02514898405032933
446,eSwatini,2019,0,0,0.029872999446990463
447,eSwatini,2020,0,0,0.06637417390780617
448,Madagascar,2017,0,0,0.4737291113418094
449,Madagascar,2018,0,0,0.45647770554780254
450,Madagascar,2019,0,0,0.43159478826578196
451,Madagascar,2020,0,0,0.437377850036571
452,Comoros,2017,0,0,0.027161871511647295
453,Comoros,2018,0,0,0.026655979794993248
454,Comoros,2019,0,0,0.1312781173807289
455,Comoros,2020,0,0,0.13663193396772932
456,Mauritius,2017,0,0,0.06969838084187865
457,Mauritius,2018,0,0,0.08203873854098076
458,Mauritius,2019,0,0,0.08184678052391063
459,Mauritius,2020,0,0,0.08956305528054413
460,Morocco,2017,0,0,0.14250609380654233
461,Morocco,2018,1,0,0.15406026459838124
462,Morocco,2019,0,0,0.15366806586537538
463,Morocco,2020,0,0,0.16640303891424968
464,Algeria,2017,1,1,0.9483121213614483
465,Algeria,2018,1,1,0.9436664805050451
466,Algeria,2019,0,1,0.930004626663819
467,Algeria,2020,1,1,0.9184568022908823
468,Tunisia,2017,1,1,0.7622044547380867
469,Tunisia,2018,1,1,0.746080767762382
470,Tunisia,2019,1,1,0.7171943353109271
471,Tunisia,2020,1,1,0.6941964189273606
472,Libya,2017,1,1,0.8232983272333054
473,Libya,2018,1,1,0.7982953182841083
474,Libya,2019,1,1,0.7754365104253003
475,Libya,2020,1,1,0.7272498602543446
476,Sudan,2017,1,1,0.850232804066885
477,Sudan,2018,1,1,0.8411088886200998
478,Sudan,2019,1,1,0.8391664339646409
479,Sudan,2020,1,1,0.8387478988375855
480,South Sudan,2017,1,1,0.7299067113753213
481,South Sudan,2018,1,1,0.7109062549309186
482,South Sudan,2019,1,1,0.7090616720101027
483,South Sudan,2020,1,1,0.6982021217447226
484,Iran,2017,1,1,0.886637153526462
485,Iran,2018,1,1,0.8828407655596703
486,Iran,2019,1,1,0.8495822729751424
487,Iran,2020,1,1,0.8384930061354142
488,Turkey,2017,1,1,0.9362777321804939
489,Turkey,2018,1,1,0.9270158182100595
490,Turkey,2019,1,1,0.8902741695190574
491,Turkey,2020,1,1,0.8433227801012999
492,Iraq,2017,1,1,0.9903750335364683
493,Iraq,2018,1,1,0.9889431271269833
494,Iraq,2019,1,1,0.9861108647207301
495,Iraq,2020,1,1,0.9861980595388669
496,Egypt,2017,1,1,0.9481431572911394
497,Egypt,2018,1,1,0.9097002474356738
498,Egypt,2019,1,1,0.8913715183670344
499,Egypt,2020,1,1,0.8926327558838772
500,Syria,2017,1,1,0.7722428617720095
501,Syria,2018,1,1,0.7681340781789211
502,Syria,2019,1,1,0.6537858454450384
503,Syria,2020,1,1,0.6249755625540381
504,Lebanon,2017,1,1,0.9530060696652622
505,Lebanon,2018,1,1,0.9396564247909535
506,Lebanon,2019,1,1,0.9229762340300455
507,Lebanon,2020,1,1,0.8720491217800631
508,Jordan,2017,1,1,0.7368317755985917
509,Jordan,2018,1,1,0.7069884101946883
510,Jordan,2019,1,1,0.6948198488108804
511,Jordan,2020,0,1,0.7060775534878675
512,Israel,2017,1,1,0.9811388014078598
513,Israel,2018,1,1,0.9740738857555002
514,Israel,2019,1,1,0.9584881710218031
515,Israel,2020,1,1,0.9545483340774819
516,Saudi Arabia,2017,1,1,0.9053978411166481
517,Saudi Arabia,2018,1,1,0.8993126657041185
518,Saudi Arabia,2019,1,1,0.8986021977963412
519,Saudi Arabia,2020,0,1,0.9000209136096758
520,Yemen (North Yemen),2017,1,1,0.8217339461734082
521,Yemen (North Yemen),2018,1,1,0.8103991997041324
522,Yemen (North Yemen),2019,1,1,0.8040404164843625
523,Yemen (North Yemen),2020,1,1,0.813899804729401
524,Kuwait,2017,0,1,0.5379339332814665
525,Kuwait,2018,0,1,0.5066463170611147
526,Kuwait,2019,0,0,0.48420373224184843
527,Kuwait,2020,0,0,0.47361473105867696
528,Bahrain,2017,1,1,0.8205194382100212
529,Bahrain,2018,0,1,0.8101563782505483
530,Bahrain,2019,0,1,0.7695644564702858
531,Bahrain,2020,0,1,0.741305361305361
532,Qatar,2017,0,0,0.041635210828035944
533,Qatar,2018,0,0,0.04966137748648962
534,Qatar,2019,0,0,0.06716033841594383
535,Qatar,2020,0,0,0.1630814924985328
536,United Arab Emirates,2017,0,0,0.23628614658883698
537,United Arab Emirates,2018,0,0,0.24296015270230503
538,United Arab Emirates,2019,0,0,0.23958082152028332
539,United Arab Emirates,2020,0,0,0.23830599768940566
540,Oman,2017,0,0,0.04163783774770323
541,Oman,2018,0,0,0.07500210925098826
542,Oman,2019,0,0,0.13445652255069307
543,Oman,2020,0,0,0.13969805481016262
544,Afghanistan,2017,1,1,0.9331004794906137
545,Afghanistan,2018,1,1,0.9525936694098125
546,Afghanistan,2019,1,1,0.9514139224004694
547,Afghanistan,2020,1,1,0.9496833584950175
548,Turkmenistan,2017,0,0,0.2194328354754361
549,Turkmenistan,2018,0,0,0.27621241737833646
550,Turkmenistan,2019,0,0,0.304664911570741
551,Turkmenistan,2020,0,0,0.34637231229159465
552,Tajikistan,2017,1,1,0.6789315455346837
553,Tajikistan,2018,1,1,0.6567191590173654
554,Tajikistan,2019,1,1,0.6999657666698031
555,Tajikistan,2020,0,1,0.7060054320368222
556,Kyrgyzstan,2017,1,1,0.6773821980212117
557,Kyrgyzstan,2018,0,1,0.6442355526884678
558,Kyrgyzstan,2019,0,1,0.6883626351227249
559,Kyrgyzstan,2020,0,1,0.6951850889519052
560,Uzbekistan,2017,0,0,0.1731746181073536
561,Uzbekistan,2018,0,0,0.20734918544335584
562,Uzbekistan,2019,0,0,0.22581708027896366
563,Uzbekistan,2020,0,0,0.26256867198571243
564,Kazakhstan,2017,0,1,0.521191046782579
565,Kazakhstan,2018,0,1,0.524788209460459
566,Kazakhstan,2019,0,1,0.5124403480543017
567,Kazakhstan,2020,0,1,0.5126560671515827
568,China,2017,1,1,0.9401389146918031
569,China,2018,1,1,0.9040905061994486
570,China,2019,0,1,0.784510156305197
571,China,2020,0,1,0.6838875951563893
572,Mongolia,2017,0,0,0.24889987207317713
573,Mongolia,2018,0,0,0.31977211964154706
574,Mongolia,2019,0,0,0.35567702440295407
575,Mongolia,2020,0,0,0.3994938241950904
576,South Korea,2017,0,0,0.04593568613747987
577,South Korea,2018,0,0,0.056406473446832216
578,South Korea,2019,0,0,0.06703482616038675
579,South Korea,2020,0,0,0.06916762111829385
580,Japan,2017,0,0,0.31803889641975674
581,Japan,2018,0,0,0.30470012756529274
582,Japan,2019,0,0,0.30202983074701384
583,Japan,2020,0,0,0.3013123419577762
584,India,2017,1,1,0.9552120176783854
585,India,2018,1,1,0.9550133623227796
586,India,2019,1,1,0.955109454571338
587,India,2020,1,1,0.9571230563158816
588,Bhutan,2017,0,0,0.13400188252206183
589,Bhutan,2018,0,0,0.09883242069340728
